contribution_id,candidate,party,office,amount,date,contributor_type,state,employer,occupation
311,Brown (D),Democrat,House,250,2024-01-15,Individual,VA,Finance LLC,Business Owner
312,Jones (R),Republican,House,25,2024-08-09,PAC,NM,Education,Attorney
313,Taylor (R),Republican,House,1000,2024-11-29,Individual,SD,Self-employed,Attorney
314,Smith (D),Democrat,House,1000,2024-10-16,Individual,HI,Tech Corp,Teacher
315,Wilson (I),Independent,House,2800,2024-02-26,Individual,WI,Retired,Healthcare
316,Jones (R),Republican,Senate,250,2024-12-04,Individual,AK,Tech Corp,Consultant
317,Davis (R),Republican,Governor,5867.993733802838,2024-05-12,Individual,TN,Tech Corp,Engineer
318,Miller (D),Democrat,House,250,2024-11-13,Corporate PAC,NE,Not Employed,Teacher
319,Taylor (R),Republican,House,100,2024-03-11,Individual,CA,Healthcare Inc,Attorney
320,Davis (R),Republican,Governor,14405.801165563247,2024-11-13,Individual,AR,Tech Corp,Engineer
321,Brown (D),Democrat,Governor,18969.677987922936,2024-02-21,Individual,RI,Self-employed,Engineer
322,Jones (R),Republican,Governor,1000,2024-08-14,Individual,HI,Healthcare Inc,Teacher
323,Smith (D),Democrat,House,100,2024-05-17,PAC,OK,Education,Attorney
324,Jones (R),Republican,Senate,100,2024-01-23,Individual,RI,Tech Corp,Consultant
325,Brown (D),Democrat,Senate,250,2024-03-08,Individual,UT,Finance LLC,Sales
326,Jones (R),Republican,Senate,21573.006107723377,2024-10-07,Individual,OR,Retired,Consultant
327,Davis (R),Republican,House,2800,2024-02-17,Individual,OH,Self-employed,Consultant
328,Brown (D),Democrat,Senate,50,2024-05-16,Individual,NE,Finance LLC,Business Owner
329,Miller (D),Democrat,House,3197.2507490974103,2024-09-01,Super PAC,WA,Education,Healthcare
330,Brown (D),Democrat,House,100,2024-07-02,PAC,NC,Retired,Consultant
331,Taylor (R),Republican,House,1273.055383794225,2024-09-26,Individual,WY,Not Employed,Business Owner
332,Taylor (R),Republican,Governor,2800,2024-04-21,Individual,GA,Retired,Business Owner
333,Jones (R),Republican,Senate,1000,2024-06-05,Union PAC,WV,Retail Co,Attorney
334,Davis (R),Republican,Senate,25,2024-02-27,Individual,OH,Healthcare Inc,Attorney
335,Taylor (R),Republican,Senate,250,2024-08-23,Individual,NM,Self-employed,Teacher
336,Wilson (I),Independent,House,250,2024-07-20,Super PAC,RI,Retired,Engineer
337,Brown (D),Democrat,House,500,2024-09-25,Individual,IN,Self-employed,Consultant
338,Wilson (I),Independent,Governor,500,2024-05-24,Union PAC,OR,Healthcare Inc,Sales
339,Miller (D),Democrat,House,1000,2024-09-26,PAC,NJ,Healthcare Inc,Healthcare
340,Jones (R),Republican,Senate,2800,2024-09-22,Individual,WY,Retail Co,Consultant
341,Jones (R),Republican,House,50,2024-04-23,Corporate PAC,WV,Retired,Business Owner
342,Jones (R),Republican,Senate,50,2024-09-18,Individual,MT,Self-employed,Healthcare
343,Jones (R),Republican,House,100,2024-07-05,Individual,VA,Not Employed,Engineer
344,Davis (R),Republican,House,100,2024-02-24,Individual,KS,Retired,Consultant
345,Davis (R),Republican,House,5401.762270572905,2024-11-21,Individual,NM,Healthcare Inc,Consultant
346,Brown (D),Democrat,Senate,100,2024-06-04,PAC,OH,Tech Corp,Consultant
347,Smith (D),Democrat,Senate,1000,2024-12-07,Individual,OH,Not Employed,Consultant
348,Miller (D),Democrat,Governor,25,2024-07-21,PAC,NM,Education,Healthcare
349,Davis (R),Republican,House,100,2024-12-12,Individual,MT,Healthcare Inc,Teacher
350,Davis (R),Republican,House,500,2024-09-01,PAC,FL,Tech Corp,Engineer
351,Miller (D),Democrat,House,250,2024-10-20,Individual,FL,Healthcare Inc,Consultant
352,Davis (R),Republican,Governor,100,2024-08-04,Individual,KS,Finance LLC,Attorney
353,Smith (D),Democrat,House,1000,2024-08-24,PAC,WA,Finance LLC,Sales
354,Wilson (I),Independent,House,250,2024-07-25,Individual,GA,Retired,Teacher
355,Wilson (I),Independent,Senate,14691.246537982292,2024-05-10,Super PAC,ME,Not Employed,Healthcare
356,Jones (R),Republican,Senate,250,2024-09-03,Individual,WA,Self-employed,Consultant
357,Taylor (R),Republican,Senate,25,2024-04-10,PAC,MN,Education,Sales
358,Wilson (I),Independent,Senate,250,2024-01-03,Individual,MD,Retail Co,Healthcare
359,Smith (D),Democrat,House,500,2024-10-30,Individual,TN,Finance LLC,Healthcare
360,Davis (R),Republican,Senate,250,2024-06-29,Individual,KY,Retail Co,Business Owner
361,Smith (D),Democrat,House,500,2024-09-10,Individual,PA,Finance LLC,Healthcare
362,Davis (R),Republican,Governor,7592.075412061841,2024-05-31,Individual,OR,Retail Co,Engineer
363,Miller (D),Democrat,House,100,2024-03-18,Individual,MD,Retired,Healthcare
364,Miller (D),Democrat,Senate,4552.899430479811,2024-12-10,Individual,OR,Finance LLC,Healthcare
365,Jones (R),Republican,House,50,2024-08-07,PAC,AR,Not Employed,Retired
366,Wilson (I),Independent,Senate,12972.096242940224,2024-10-29,PAC,AZ,Healthcare Inc,Attorney
367,Jones (R),Republican,House,50,2024-09-01,Individual,AL,Not Employed,Sales
368,Smith (D),Democrat,Senate,500,2024-03-09,Individual,NH,Retail Co,Teacher
369,Jones (R),Republican,House,50,2024-09-12,Individual,NE,Healthcare Inc,Consultant
370,Smith (D),Democrat,House,250,2024-12-26,Individual,IL,Retired,Retired
371,Taylor (R),Republican,Governor,50,2024-10-24,Individual,NC,Not Employed,Retired
372,Smith (D),Democrat,House,2681.964972993252,2024-06-03,Individual,MD,Not Employed,Attorney
373,Smith (D),Democrat,Governor,250,2024-04-30,Individual,MS,Education,Healthcare
374,Brown (D),Democrat,House,1000,2024-08-10,Individual,TX,Healthcare Inc,Engineer
375,Davis (R),Republican,Governor,500,2024-09-24,Union PAC,VA,Education,Sales
376,Wilson (I),Independent,House,1000,2024-08-14,Individual,TX,Retail Co,Business Owner
377,Wilson (I),Independent,Senate,18242.73912839941,2024-01-29,Individual,MI,Retired,Engineer
378,Taylor (R),Republican,House,25,2024-08-17,Individual,OK,Self-employed,Teacher
379,Davis (R),Republican,Senate,6083.60747428879,2024-07-15,PAC,HI,Retail Co,Teacher
380,Brown (D),Democrat,House,250,2024-05-12,Individual,IA,Retired,Engineer
381,Davis (R),Republican,House,100,2024-11-18,Individual,NY,Retired,Teacher
382,Smith (D),Democrat,Senate,25,2024-09-05,Individual,TN,Retail Co,Consultant
383,Davis (R),Republican,House,1000,2024-04-25,Corporate PAC,TX,Retail Co,Healthcare
384,Smith (D),Democrat,House,250,2024-09-27,PAC,MS,Education,Attorney
385,Smith (D),Democrat,Governor,41601.972775427224,2024-06-11,Individual,NC,Not Employed,Teacher
386,Davis (R),Republican,Senate,250,2024-08-16,Individual,AK,Healthcare Inc,Engineer
387,Wilson (I),Independent,Senate,100,2024-07-01,PAC,UT,Tech Corp,Consultant
388,Wilson (I),Independent,Governor,8939.330555861561,2024-12-27,Individual,KY,Not Employed,Business Owner
389,Brown (D),Democrat,Governor,500,2024-06-23,PAC,WV,Self-employed,Healthcare
390,Jones (R),Republican,House,3634.88728717722,2024-12-05,Union PAC,ME,Retired,Healthcare
391,Jones (R),Republican,House,100,2024-06-24,Individual,AK,Self-employed,Engineer
392,Taylor (R),Republican,Senate,50,2024-05-28,Individual,UT,Self-employed,Consultant
393,Taylor (R),Republican,House,500,2024-01-25,Individual,CO,Education,Retired
394,Miller (D),Democrat,Senate,50,2024-10-28,Individual,AZ,Self-employed,Engineer
395,Brown (D),Democrat,House,500,2024-06-21,Individual,FL,Education,Consultant
396,Jones (R),Republican,House,25,2024-07-21,PAC,WA,Not Employed,Sales
397,Smith (D),Democrat,Governor,100,2024-10-14,Individual,AK,Not Employed,Sales
398,Brown (D),Democrat,House,100,2024-07-18,Individual,UT,Education,Sales
399,Taylor (R),Republican,House,4627.499448964939,2024-04-10,Individual,SC,Education,Attorney
400,Miller (D),Democrat,House,50,2024-12-15,PAC,LA,Healthcare Inc,Sales
401,Brown (D),Democrat,Senate,100,2024-05-21,Individual,AZ,Not Employed,Teacher
402,Brown (D),Democrat,House,250,2024-08-18,Individual,LA,Retail Co,Retired
403,Taylor (R),Republican,House,100,2024-12-08,PAC,VT,Tech Corp,Healthcare
404,Taylor (R),Republican,Senate,11708.350847827782,2024-02-25,PAC,ND,Retired,Business Owner
405,Miller (D),Democrat,House,100,2024-03-25,Individual,WV,Retail Co,Engineer
406,Miller (D),Democrat,House,250,2024-08-29,Individual,IN,Education,Healthcare
407,Brown (D),Democrat,House,100,2024-01-17,Super PAC,WA,Self-employed,Business Owner
408,Taylor (R),Republican,Senate,50,2024-09-18,Individual,UT,Retail Co,Healthcare
409,Smith (D),Democrat,House,500,2024-12-27,Super PAC,TN,Healthcare Inc,Business Owner
410,Smith (D),Democrat,House,50,2024-11-12,Individual,NV,Self-employed,Consultant
411,Miller (D),Democrat,Senate,6183.712247730943,2024-08-14,Individual,SD,Education,Consultant
412,Davis (R),Republican,Senate,2800,2024-08-16,Super PAC,MT,Finance LLC,Engineer
413,Wilson (I),Independent,House,500,2024-07-04,Individual,MD,Not Employed,Sales
414,Davis (R),Republican,House,3428.0346760204948,2024-10-21,Individual,MN,Retired,Business Owner
415,Taylor (R),Republican,House,100,2024-06-20,PAC,MA,Retired,Attorney
416,Taylor (R),Republican,Governor,25,2024-07-11,Individual,PA,Self-employed,Consultant
417,Smith (D),Democrat,Senate,100,2024-08-07,Individual,NY,Not Employed,Sales
418,Miller (D),Democrat,House,250,2024-03-25,Super PAC,RI,Retail Co,Retired
419,Miller (D),Democrat,House,2800,2024-05-10,Union PAC,MA,Retail Co,Healthcare
420,Miller (D),Democrat,House,4063.9670728138863,2024-08-19,Individual,KY,Not Employed,Healthcare
421,Taylor (R),Republican,Governor,6197.464094215243,2024-11-21,PAC,HI,Finance LLC,Healthcare
422,Davis (R),Republican,House,25,2024-11-10,Individual,CT,Education,Engineer
423,Davis (R),Republican,House,50,2024-05-20,Individual,MT,Self-employed,Consultant
424,Davis (R),Republican,Governor,250,2024-12-03,PAC,OK,Healthcare Inc,Business Owner
425,Miller (D),Democrat,House,100,2024-07-09,Individual,MO,Retail Co,Teacher
426,Wilson (I),Independent,House,250,2024-10-18,Individual,CO,Not Employed,Healthcare
427,Taylor (R),Republican,Senate,250,2024-01-03,Union PAC,LA,Tech Corp,Engineer
428,Miller (D),Democrat,House,500,2024-07-05,Individual,NC,Not Employed,Sales
429,Jones (R),Republican,Senate,100,2024-11-28,Individual,OR,Finance LLC,Engineer
430,Jones (R),Republican,House,14112.878675755617,2024-04-14,Individual,LA,Retail Co,Business Owner
431,Jones (R),Republican,House,100,2024-09-20,Individual,IL,Retail Co,Business Owner
432,Davis (R),Republican,Senate,250,2024-04-15,Individual,AK,Healthcare Inc,Sales
433,Taylor (R),Republican,Governor,1000,2024-05-26,PAC,MT,Healthcare Inc,Retired
434,Taylor (R),Republican,House,2800,2024-08-05,Individual,TN,Finance LLC,Engineer
435,Davis (R),Republican,Senate,25,2024-04-08,Individual,IA,Tech Corp,Healthcare
436,Smith (D),Democrat,House,7912.522853407863,2024-06-02,Corporate PAC,ID,Finance LLC,Business Owner
437,Miller (D),Democrat,Senate,1000,2024-09-13,Corporate PAC,WA,Education,Teacher
438,Jones (R),Republican,Senate,50,2024-03-24,Individual,CO,Finance LLC,Teacher
439,Taylor (R),Republican,Governor,1000,2024-09-12,Individual,RI,Tech Corp,Engineer
440,Miller (D),Democrat,Governor,500,2024-10-30,Individual,AZ,Healthcare Inc,Retired
441,Brown (D),Democrat,Governor,2800,2024-10-27,Corporate PAC,ME,Healthcare Inc,Teacher
442,Wilson (I),Independent,House,500,2024-01-25,Individual,IA,Healthcare Inc,Retired
443,Davis (R),Republican,House,250,2024-08-27,Individual,MA,Tech Corp,Sales
444,Taylor (R),Republican,House,250,2024-01-04,Corporate PAC,IL,Tech Corp,Attorney
445,Davis (R),Republican,Senate,1000,2024-12-21,Individual,IL,Finance LLC,Teacher
446,Miller (D),Democrat,Governor,50,2024-11-21,Individual,PA,Retail Co,Teacher
447,Brown (D),Democrat,House,250,2024-03-14,Super PAC,CA,Self-employed,Consultant
448,Davis (R),Republican,Senate,25,2024-06-14,Union PAC,RI,Not Employed,Healthcare
449,Miller (D),Democrat,House,100,2024-10-12,Individual,VT,Healthcare Inc,Engineer
450,Brown (D),Democrat,Governor,100,2024-09-02,Individual,AZ,Finance LLC,Engineer
451,Miller (D),Democrat,House,25,2024-06-28,Individual,MA,Tech Corp,Business Owner
452,Wilson (I),Independent,House,500,2024-04-02,Individual,MO,Not Employed,Engineer
453,Brown (D),Democrat,House,500,2024-11-22,PAC,MS,Finance LLC,Consultant
454,Brown (D),Democrat,House,7239.86954506537,2024-09-13,Individual,OK,Tech Corp,Engineer
455,Jones (R),Republican,House,1000,2024-02-04,PAC,KY,Healthcare Inc,Engineer
456,Taylor (R),Republican,Senate,100,2024-05-17,Union PAC,IL,Retail Co,Teacher
457,Brown (D),Democrat,Senate,250,2024-09-14,Super PAC,ME,Not Employed,Business Owner
458,Jones (R),Republican,House,100,2024-06-18,Individual,NE,Self-employed,Attorney
459,Davis (R),Republican,House,1000,2024-01-22,Union PAC,WY,Education,Retired
460,Wilson (I),Independent,House,2731.328741785823,2024-07-25,Individual,WI,Education,Business Owner
461,Miller (D),Democrat,House,250,2024-08-01,Individual,MI,Retail Co,Sales
462,Davis (R),Republican,House,500,2024-05-06,Individual,NE,Finance LLC,Retired
463,Smith (D),Democrat,Governor,250,2024-08-29,PAC,TN,Education,Healthcare
464,Taylor (R),Republican,House,100,2024-05-06,Individual,AR,Self-employed,Retired
465,Brown (D),Democrat,House,1897.8233719770124,2024-03-17,Individual,FL,Retired,Business Owner
466,Davis (R),Republican,House,25,2024-08-01,Individual,MN,Retired,Retired
467,Smith (D),Democrat,House,25,2024-08-22,Individual,MO,Retired,Business Owner
468,Smith (D),Democrat,Governor,50,2024-07-11,PAC,SD,Retail Co,Healthcare
469,Wilson (I),Independent,Governor,250,2024-04-03,Individual,SC,Tech Corp,Engineer
470,Jones (R),Republican,Senate,100,2024-03-03,Corporate PAC,AR,Education,Healthcare
471,Taylor (R),Republican,Senate,3988.5497206823948,2024-04-12,Union PAC,KS,Education,Healthcare
472,Wilson (I),Independent,Senate,250,2024-07-09,Individual,OK,Tech Corp,Sales
473,Davis (R),Republican,House,25,2024-03-23,Union PAC,ID,Healthcare Inc,Consultant
474,Brown (D),Democrat,House,100,2024-05-06,PAC,ME,Self-employed,Teacher
475,Wilson (I),Independent,Senate,1650.1330774547357,2024-12-20,Corporate PAC,IN,Finance LLC,Engineer
476,Smith (D),Democrat,House,11747.961420394759,2024-11-06,Individual,OK,Not Employed,Retired
477,Brown (D),Democrat,House,6152.980425964378,2024-04-10,PAC,AR,Education,Engineer
478,Davis (R),Republican,Senate,250,2024-08-05,Individual,KS,Finance LLC,Retired
479,Miller (D),Democrat,House,1000,2024-07-08,Individual,LA,Self-employed,Engineer
480,Jones (R),Republican,Governor,1000,2024-07-01,Individual,OH,Tech Corp,Attorney
481,Davis (R),Republican,Governor,2274.246745226392,2024-02-17,PAC,AL,Healthcare Inc,Teacher
482,Smith (D),Democrat,House,1000,2024-12-27,Individual,NV,Finance LLC,Business Owner
483,Davis (R),Republican,House,50,2024-10-26,Individual,UT,Healthcare Inc,Sales
484,Jones (R),Republican,House,50,2024-06-25,PAC,OK,Self-employed,Retired
485,Jones (R),Republican,Governor,1677.0373362878747,2024-02-27,Super PAC,OR,Retired,Retired
486,Taylor (R),Republican,Senate,2800,2024-12-11,Corporate PAC,OK,Self-employed,Business Owner
487,Jones (R),Republican,Governor,1000,2024-08-22,PAC,SC,Self-employed,Business Owner
488,Miller (D),Democrat,House,25,2024-11-21,Individual,MT,Retired,Teacher
489,Davis (R),Republican,Senate,500,2024-12-27,Corporate PAC,MS,Self-employed,Consultant
490,Brown (D),Democrat,Senate,50,2024-09-04,Individual,TX,Tech Corp,Retired
491,Taylor (R),Republican,Senate,14379.977642291553,2024-01-19,Individual,NH,Healthcare Inc,Teacher
492,Wilson (I),Independent,House,500,2024-10-22,Union PAC,DE,Healthcare Inc,Consultant
493,Smith (D),Democrat,Senate,1000,2024-08-09,Individual,OR,Self-employed,Attorney
494,Wilson (I),Independent,Governor,7692.3755766120985,2024-02-20,Individual,KS,Retired,Consultant
495,Taylor (R),Republican,House,250,2024-11-02,PAC,WI,Finance LLC,Healthcare
496,Miller (D),Democrat,House,4546.746860245046,2024-07-21,PAC,MA,Retail Co,Consultant
497,Wilson (I),Independent,House,32878.64802527398,2024-04-03,Individual,AR,Education,Retired
498,Jones (R),Republican,Governor,500,2024-04-14,PAC,HI,Retired,Consultant
499,Miller (D),Democrat,Senate,1000,2024-06-12,Individual,MA,Healthcare Inc,Attorney
500,Jones (R),Republican,Senate,1000,2024-05-19,PAC,NC,Finance LLC,Consultant
501,Davis (R),Republican,House,50,2024-09-18,PAC,IN,Self-employed,Retired
502,Wilson (I),Independent,House,500,2024-08-04,Individual,SD,Tech Corp,Business Owner
503,Brown (D),Democrat,Governor,1000,2024-04-19,PAC,ND,Education,Consultant
504,Jones (R),Republican,Senate,500,2024-09-15,Union PAC,MO,Retired,Teacher
505,Jones (R),Republican,Senate,100,2024-02-17,Individual,CA,Tech Corp,Consultant
506,Davis (R),Republican,Senate,250,2024-05-15,Individual,ND,Tech Corp,Consultant
507,Davis (R),Republican,Senate,50,2024-02-03,Individual,NC,Retail Co,Attorney
508,Davis (R),Republican,Governor,100,2024-02-27,Individual,FL,Not Employed,Healthcare
509,Miller (D),Democrat,Senate,1707.4416834372332,2024-05-27,Individual,ND,Education,Healthcare
510,Jones (R),Republican,Senate,100,2024-06-05,Individual,WI,Retired,Teacher
511,Davis (R),Republican,Governor,25,2024-09-11,Individual,NJ,Education,Retired
512,Brown (D),Democrat,Governor,250,2024-07-04,Individual,ME,Healthcare Inc,Teacher
513,Jones (R),Republican,Senate,1000,2024-05-16,PAC,WY,Tech Corp,Healthcare
514,Taylor (R),Republican,House,250,2024-09-02,Individual,WI,Retail Co,Teacher
515,Wilson (I),Independent,Governor,250,2024-10-08,Individual,OH,Education,Engineer
516,Miller (D),Democrat,House,2281.576238667213,2024-01-20,Individual,OR,Education,Retired
517,Miller (D),Democrat,House,500,2024-11-29,Union PAC,AL,Not Employed,Engineer
518,Wilson (I),Independent,Governor,1423.5875540395618,2024-04-06,Individual,CO,Healthcare Inc,Teacher
519,Smith (D),Democrat,Senate,4902.5117137447905,2024-03-07,Individual,MT,Retired,Engineer
520,Brown (D),Democrat,House,1000,2024-10-08,Individual,OH,Retail Co,Business Owner
521,Wilson (I),Independent,House,100,2024-11-02,Individual,NJ,Self-employed,Sales
522,Taylor (R),Republican,House,526.4980055208051,2024-08-25,Individual,UT,Retail Co,Attorney
523,Davis (R),Republican,House,100,2024-07-14,Corporate PAC,LA,Self-employed,Teacher
524,Taylor (R),Republican,House,500,2024-07-06,Individual,NE,Tech Corp,Consultant
525,Jones (R),Republican,Governor,50,2024-11-12,Individual,WV,Education,Sales
526,Wilson (I),Independent,Senate,500,2024-04-03,Individual,DE,Healthcare Inc,Sales
527,Miller (D),Democrat,House,25,2024-03-23,Individual,PA,Healthcare Inc,Sales
528,Wilson (I),Independent,Senate,3787.6791919893326,2024-04-02,PAC,MS,Retail Co,Consultant
529,Davis (R),Republican,House,500,2024-07-03,Individual,CA,Tech Corp,Retired
530,Wilson (I),Independent,Senate,250,2024-07-15,Individual,RI,Healthcare Inc,Teacher
531,Brown (D),Democrat,House,500,2024-09-09,PAC,CA,Finance LLC,Teacher
532,Taylor (R),Republican,Senate,25,2024-01-23,Corporate PAC,SC,Retired,Business Owner
533,Wilson (I),Independent,House,250,2024-03-31,PAC,IA,Tech Corp,Consultant
534,Miller (D),Democrat,House,5357.04021361523,2024-03-30,Individual,MT,Finance LLC,Retired
535,Miller (D),Democrat,House,25,2024-02-06,PAC,ID,Self-employed,Retired
536,Smith (D),Democrat,House,250,2024-01-23,PAC,AR,Retired,Healthcare
537,Miller (D),Democrat,House,250,2024-10-12,PAC,AL,Not Employed,Consultant
538,Smith (D),Democrat,Governor,14663.591303060562,2024-06-22,Individual,RI,Not Employed,Consultant
539,Wilson (I),Independent,House,25,2024-09-22,Super PAC,NC,Not Employed,Retired
540,Davis (R),Republican,House,1000,2024-08-03,PAC,IN,Self-employed,Sales
541,Davis (R),Republican,Senate,901.9444273114653,2024-03-08,PAC,SC,Not Employed,Business Owner
542,Taylor (R),Republican,Senate,50,2024-07-16,PAC,CT,Education,Healthcare
543,Smith (D),Democrat,House,250,2024-05-02,Individual,GA,Retired,Sales
544,Jones (R),Republican,House,500,2024-08-02,Individual,GA,Self-employed,Teacher
545,Brown (D),Democrat,House,100,2024-08-01,Super PAC,GA,Retired,Teacher
546,Smith (D),Democrat,Governor,500,2024-05-04,Individual,MS,Education,Retired
547,Taylor (R),Republican,Governor,1000,2024-01-02,Individual,ND,Tech Corp,Business Owner
548,Davis (R),Republican,House,1000,2024-11-18,PAC,IL,Finance LLC,Sales
549,Davis (R),Republican,House,100,2024-08-30,Individual,OH,Self-employed,Healthcare
550,Davis (R),Republican,House,25,2024-01-11,Individual,FL,Retired,Teacher
551,Davis (R),Republican,House,250,2024-10-13,Individual,ND,Healthcare Inc,Attorney
552,Miller (D),Democrat,Senate,500,2024-10-03,Individual,OK,Retail Co,Sales
553,Wilson (I),Independent,House,500,2024-04-16,Individual,RI,Tech Corp,Sales
554,Taylor (R),Republican,Senate,18881.175369391898,2024-09-06,Individual,HI,Retired,Healthcare
555,Miller (D),Democrat,House,25,2024-12-09,Individual,AK,Retail Co,Healthcare
556,Wilson (I),Independent,House,50,2024-03-30,Individual,VA,Retired,Sales
557,Taylor (R),Republican,House,100,2024-08-19,Individual,MD,Finance LLC,Business Owner
558,Davis (R),Republican,Governor,50,2024-11-14,Corporate PAC,IA,Retail Co,Healthcare
559,Brown (D),Democrat,House,1000,2024-08-10,PAC,CO,Not Employed,Teacher
560,Smith (D),Democrat,Governor,3548.620666317379,2024-07-02,Corporate PAC,CA,Tech Corp,Attorney
561,Brown (D),Democrat,Governor,250,2024-08-19,Corporate PAC,UT,Retired,Teacher
562,Wilson (I),Independent,Senate,500,2024-04-13,Corporate PAC,DE,Tech Corp,Engineer
563,Taylor (R),Republican,House,100,2024-06-13,PAC,MA,Finance LLC,Business Owner
564,Jones (R),Republican,Senate,25,2024-03-24,Individual,NE,Self-employed,Engineer
565,Davis (R),Republican,House,2800,2024-01-02,Individual,RI,Retired,Teacher
566,Wilson (I),Independent,Governor,100,2024-10-02,Corporate PAC,WA,Tech Corp,Retired
567,Wilson (I),Independent,House,1000,2024-09-23,PAC,TX,Not Employed,Healthcare
568,Miller (D),Democrat,House,19686.737293192382,2024-01-21,PAC,MI,Not Employed,Attorney
569,Smith (D),Democrat,Senate,25,2024-03-30,Individual,IL,Tech Corp,Consultant
570,Wilson (I),Independent,Governor,50,2024-10-03,Union PAC,AK,Retired,Retired
571,Smith (D),Democrat,Senate,100,2024-09-30,Individual,TN,Retail Co,Teacher
572,Jones (R),Republican,House,500,2024-08-25,Individual,LA,Not Employed,Teacher
573,Jones (R),Republican,House,27903.82920120592,2024-01-27,PAC,IL,Education,Attorney
574,Brown (D),Democrat,Senate,1000,2024-12-18,Individual,MS,Education,Attorney
575,Jones (R),Republican,House,4347.95103240514,2024-10-29,Corporate PAC,AR,Tech Corp,Sales
576,Jones (R),Republican,Senate,20839.233981015484,2024-02-09,Super PAC,KY,Finance LLC,Healthcare
577,Davis (R),Republican,Governor,100,2024-10-31,PAC,GA,Finance LLC,Sales
578,Smith (D),Democrat,Senate,50,2024-01-04,Individual,SC,Finance LLC,Consultant
579,Taylor (R),Republican,House,10007.540193606299,2024-08-26,Individual,CO,Not Employed,Engineer
580,Wilson (I),Independent,Senate,250,2024-07-19,Corporate PAC,NM,Retail Co,Sales
581,Davis (R),Republican,House,1000,2024-07-16,Individual,SC,Not Employed,Teacher
582,Wilson (I),Independent,Senate,100,2024-09-08,Individual,WA,Not Employed,Teacher
583,Jones (R),Republican,Senate,500,2024-02-23,PAC,MI,Finance LLC,Business Owner
584,Smith (D),Democrat,Senate,25,2024-09-03,Individual,NC,Finance LLC,Engineer
585,Miller (D),Democrat,Governor,24166.54782463485,2024-07-12,PAC,IL,Tech Corp,Attorney
586,Taylor (R),Republican,Senate,100,2024-02-28,Individual,IL,Education,Business Owner
587,Taylor (R),Republican,House,4047.7473896232027,2024-01-19,Individual,TN,Not Employed,Engineer
588,Brown (D),Democrat,Senate,25,2024-05-28,PAC,PA,Self-employed,Retired
589,Miller (D),Democrat,Governor,250,2024-07-23,Union PAC,MN,Self-employed,Healthcare
590,Miller (D),Democrat,Senate,50,2024-08-23,Super PAC,AK,Self-employed,Retired
591,Brown (D),Democrat,Governor,1000,2024-01-05,Individual,CA,Retired,Attorney
592,Davis (R),Republican,Senate,50,2024-02-05,PAC,TN,Retired,Consultant
593,Taylor (R),Republican,Governor,7196.9954469049935,2024-11-04,Individual,SC,Healthcare Inc,Business Owner
594,Miller (D),Democrat,House,1000,2024-09-10,Individual,LA,Retail Co,Consultant
595,Taylor (R),Republican,Senate,100,2024-05-19,Individual,ND,Self-employed,Business Owner
596,Wilson (I),Independent,Governor,50,2024-12-12,Individual,IA,Tech Corp,Consultant
597,Davis (R),Republican,House,100,2024-01-10,Individual,NV,Retired,Retired
598,Davis (R),Republican,House,25,2024-12-14,Super PAC,AR,Self-employed,Business Owner
599,Taylor (R),Republican,House,1445.362567486265,2024-05-15,Individual,AL,Not Employed,Business Owner
600,Davis (R),Republican,House,1000,2024-01-20,Individual,NJ,Retail Co,Teacher
601,Wilson (I),Independent,House,8074.555874769386,2024-10-24,Individual,OH,Retail Co,Teacher
602,Taylor (R),Republican,House,8185.565213803969,2024-03-23,Individual,MN,Education,Business Owner
603,Miller (D),Democrat,House,25,2024-12-06,Individual,NY,Finance LLC,Sales
604,Davis (R),Republican,House,250,2024-11-04,Individual,WA,Healthcare Inc,Engineer
605,Wilson (I),Independent,Senate,25,2024-08-01,PAC,RI,Healthcare Inc,Attorney
606,Wilson (I),Independent,Governor,50,2024-06-29,PAC,NE,Retired,Healthcare
607,Brown (D),Democrat,House,1000,2024-02-07,Individual,WA,Not Employed,Teacher
608,Jones (R),Republican,House,25,2024-01-27,PAC,MT,Not Employed,Teacher
609,Smith (D),Democrat,House,2800,2024-12-25,PAC,LA,Healthcare Inc,Teacher
610,Jones (R),Republican,House,15551.041478053308,2024-11-23,Individual,MA,Not Employed,Retired
611,Miller (D),Democrat,House,2800,2024-09-17,Corporate PAC,SD,Retail Co,Business Owner
612,Jones (R),Republican,House,3125.852037778848,2024-08-15,PAC,CO,Not Employed,Attorney
613,Taylor (R),Republican,Senate,100,2024-07-09,PAC,FL,Retail Co,Consultant
614,Wilson (I),Independent,Governor,500,2024-12-09,Individual,NM,Tech Corp,Business Owner
615,Taylor (R),Republican,House,500,2024-04-14,Individual,TN,Not Employed,Engineer
616,Wilson (I),Independent,House,2800,2024-04-26,Individual,ID,Finance LLC,Teacher
617,Miller (D),Democrat,Senate,1000,2024-03-24,Individual,CT,Education,Engineer
618,Smith (D),Democrat,Senate,100,2024-09-19,Individual,OR,Finance LLC,Business Owner
619,Jones (R),Republican,Senate,38025.56528722804,2024-11-03,Individual,AL,Healthcare Inc,Consultant
620,Brown (D),Democrat,House,50,2024-08-01,Individual,NC,Healthcare Inc,Consultant
621,Taylor (R),Republican,Senate,2800,2024-09-19,Super PAC,TN,Not Employed,Attorney
622,Smith (D),Democrat,Governor,500,2024-03-29,Individual,NJ,Self-employed,Sales
