respondent_id,education_level,income_category,media_trust,political_efficacy,trust_base,political_trust_scale
507,High School,Middle,4.404668245464563,1.1447353838011622,3.830653859861767,3.830653859861767
508,Bachelor's,Middle,3.8794947313144803,2.432239701040089,3.765168015934853,3.765168015934853
509,High School,Low,1.7960119619965553,4.3432174837216735,3.4547164174657308,3.4547164174657308
510,High School,Low,1.3417647061869502,4.383609933778644,3.471319263825452,3.471319263825452
511,Bachelor's,Middle,3.888623327948153,1.5313004767522216,4.212238913686955,4.212238913686955
512,Some College,Low,2.136385935358703,3.221344558522105,4.250337134562761,4.250337134562761
513,High School,Low,4.54599254950881,2.217489910311997,3.4288760465954327,3.4288760465954327
514,Graduate,Low,2.8011119524016976,1.105356409214437,4.346599808527193,4.346599808527193
515,Some College,High,1.4675774089992046,4.429087020456791,4.408669557929106,4.408669557929106
516,Some College,Middle,3.102304609492421,3.505528625100851,5.291951461497443,5
517,Bachelor's,High,4.287862270139158,3.3995924545452,5.033482458791515,5
518,Graduate,Middle,3.6057327752932906,2.393713572062552,3.7505935620031186,3.7505935620031186
519,High School,Middle,1.1794497407972813,2.662158968858421,3.620110768873857,3.620110768873857
520,Some College,Low,3.798302154056728,2.4771190509200096,4.1098903004518546,4.1098903004518546
521,Graduate,High,1.690309108234942,2.080786131322384,4.196776067524514,4.196776067524514
522,Some College,Low,1.4686138276010752,3.742252797819674,1.9909050548477762,1.9909050548477762
523,Some College,High,3.7733695935457945,2.9886537911370397,3.692770959778115,3.692770959778115
524,High School,Middle,2.8930920278653502,2.4870348079130054,3.6807625674869646,3.6807625674869646
525,Bachelor's,Middle,3.2188236014917493,1.0682700127363205,3.2989463042243536,3.2989463042243536
526,Some College,Middle,4.202466921880841,4.2073113434016705,3.7594756208391997,3.7594756208391997
527,High School,High,2.6957468576729298,2.4572469061240554,3.4523643702051396,3.4523643702051396
528,Some College,Low,4.361711090430617,3.627833436243236,3.512380581287539,3.512380581287539
529,Graduate,Middle,4.7420028215274215,3.799745826050639,6.0219123546326,5
530,Graduate,Middle,2.4216297576203942,1.3218034524470568,4.363518017413761,4.363518017413761
531,Graduate,Middle,4.954178711399436,1.199520530179143,5.229298902814711,5
532,High School,Middle,2.034263165667653,4.88583290297538,4.939472703605803,4.939472703605803
533,High School,High,3.8832770893350244,3.8738721664994955,4.734809268527892,4.734809268527892
534,Some College,Middle,4.351187047548592,2.792072276584804,4.537560416699255,4.537560416699255
535,Graduate,Middle,1.112929997034371,2.531590380705893,3.809467800979238,3.809467800979238
536,Some College,Middle,4.58798301499337,4.837356095202267,3.889118655957342,3.889118655957342
537,Graduate,Low,4.650045540183783,4.178690053522587,4.195127098083986,4.195127098083986
538,High School,High,1.4385722745209932,4.061283411458135,4.255019128376464,4.255019128376464
539,Some College,Low,4.989707245491445,2.4896833701059222,4.8191821285236784,4.8191821285236784
540,Bachelor's,Low,3.3063564393669367,3.6738430559635162,3.7987073378313734,3.7987073378313734
541,Some College,Low,3.661102518439293,2.444177694618702,3.7976582531845224,3.7976582531845224
542,Some College,Middle,4.288825418800116,4.698810237459838,5.700100668171243,5
543,Some College,Middle,4.734311037696898,4.442404245957732,4.437583984990872,4.437583984990872
544,Some College,Low,2.9281095238402486,1.0507007949054241,3.5777648016073007,3.5777648016073007
545,Bachelor's,Middle,4.717906225472689,2.4497981127351522,3.1957501063697697,3.1957501063697697
546,Some College,High,1.2684438740834594,2.429459606297314,3.7314265202786068,3.7314265202786068
547,Some College,High,3.4872556095942855,3.9083014894276857,4.499134733723864,4.499134733723864
548,Graduate,Middle,2.932872666977346,4.009159048087895,4.250036165950304,4.250036165950304
549,Graduate,Middle,3.5905260406434536,4.438749240711331,6.066367171416462,5
550,Graduate,Middle,4.201731036417186,4.856207595206797,6.306873703207482,5
551,High School,Middle,3.374635105021298,2.1897420259192586,2.0490916797067786,2.0490916797067786
552,Some College,Middle,3.253162826411426,1.7864405745640397,5.200410199536075,5
553,Bachelor's,Middle,1.7298729978501797,3.9310550317168236,4.505516209725869,4.505516209725869
554,High School,Middle,2.237075552344322,3.0063090212643147,3.4852488110777515,3.4852488110777515
555,High School,Low,3.4682741332799196,4.580209901556373,4.048335235356739,4.048335235356739
556,Some College,High,4.653607003390789,4.811677871271968,6.041345632123428,5
557,Bachelor's,Middle,1.813232402317226,1.3012933256104589,3.5353735038153076,3.5353735038153076
558,Bachelor's,Low,2.124534286558628,4.342136840336025,3.437138804579145,3.437138804579145
559,High School,Middle,4.49642694927752,4.089138534851372,4.390027344405302,4.390027344405302
560,Some College,Middle,1.0335835386067629,4.223722893744707,4.613577078012562,4.613577078012562
561,Graduate,Low,3.025617642328143,2.7693614158779383,4.028170666136584,4.028170666136584
562,Some College,High,3.9839646071195602,3.4202454360201955,4.232032045447108,4.232032045447108
563,High School,Middle,3.108717268332839,2.9085265435278416,5.148845926489608,5
564,Some College,Low,3.340243230573833,3.3280591648072004,3.8553613970989833,3.8553613970989833
565,High School,High,1.4695463916286826,3.910973848775029,3.509315163040577,3.509315163040577
566,Some College,Middle,3.4145085299387574,2.4513437701389194,2.226883877626671,2.226883877626671
567,Bachelor's,Middle,4.02665941696614,2.579635419882834,5.015848901511687,5
568,Bachelor's,High,2.9002073956653476,2.916152596473694,3.7955601567905064,3.7955601567905064
569,Graduate,Middle,1.1368231549859047,1.733933910727501,3.517360308126766,3.517360308126766
570,High School,Middle,2.38787760399282,1.9547877265140414,3.153038684865103,3.153038684865103
571,Bachelor's,Middle,3.621371421031654,3.6709536677226424,4.540782353121253,4.540782353121253
572,Bachelor's,Middle,2.8344002282246947,2.0955518102273345,4.3338456306182485,4.3338456306182485
573,Some College,Low,1.3962437761947513,2.1313760904595256,3.036196834325288,3.036196834325288
574,Some College,Middle,2.753168254159391,4.774558320641518,3.6672876845492866,3.6672876845492866
575,High School,High,2.597033373080194,2.27148730866611,3.965185840135204,3.965185840135204
576,Graduate,Low,4.113456021994352,4.197629671543837,5.849137998780315,5
577,Bachelor's,High,2.8067796546965837,2.8760373163968325,4.494084673450792,4.494084673450792
578,Bachelor's,Middle,4.875648180954158,2.580055876635015,4.807251836119762,4.807251836119762
579,High School,Middle,3.213264181278646,1.435870130546391,3.6421625587678146,3.6421625587678146
580,Some College,High,4.220673365518451,1.2192220771685243,3.5024063467443782,3.5024063467443782
581,Some College,Middle,2.205103906802833,3.70256401412189,3.511418547365272,3.511418547365272
582,Bachelor's,Low,4.744988334365189,2.851318177767098,3.467844020611425,3.467844020611425
583,High School,High,1.7295172894373536,2.109469825401902,3.3549297041460453,3.3549297041460453
584,Some College,Low,4.615809076465666,2.976408379152417,4.173218202943716,4.173218202943716
585,Bachelor's,Middle,1.996964242309332,2.2601136080920696,4.662188486366278,4.662188486366278
586,High School,Middle,4.658820495940745,1.0142547767609358,3.353616159205991,3.353616159205991
587,Graduate,Middle,2.373129352927208,3.561758720315993,3.577695794247935,3.577695794247935
588,Some College,Low,3.076091713272035,2.707048318348825,2.7266786515692165,2.7266786515692165
589,Bachelor's,Middle,3.400674233213067,4.147035710513592,4.82379417756527,4.82379417756527
590,Bachelor's,Middle,3.957045955583453,4.805792685598135,4.866501344683966,4.866501344683966
591,Bachelor's,Middle,3.0796721754595637,2.7771324943751097,3.8033935296212906,3.8033935296212906
592,Some College,High,1.657821349799633,3.6821930557489395,1.4732378920040734,1.4732378920040734
593,Bachelor's,Middle,2.680710575543344,1.0501335728913546,4.2762174140217235,4.2762174140217235
594,High School,High,1.1169345509260893,2.8759910501539707,3.4029137820913857,3.4029137820913857
595,Graduate,High,3.3676053564995527,1.773108884692192,4.555774430582526,4.555774430582526
596,Some College,Middle,2.339458246715367,4.450946099124849,3.3170214600221866,3.3170214600221866
597,Bachelor's,Low,4.298402335494757,4.218357538804412,5.593817293880462,5
598,High School,Low,2.6589637026190758,4.906363203190267,4.107548403453736,4.107548403453736
599,Some College,Middle,4.4454452116042376,3.289759837090969,4.182771458831457,4.182771458831457
600,High School,Low,4.709629815071821,2.447503738105297,3.481497442855702,3.481497442855702
601,Some College,Low,1.689173518680036,4.25813172198832,4.563605197746687,4.563605197746687
602,High School,High,3.6572436708956957,1.95326576102525,4.249739365388015,4.249739365388015
603,Bachelor's,Low,2.7693091174587607,2.2765159541741014,3.635620306755052,3.635620306755052
604,Graduate,Low,3.6487711118534207,4.202044490724802,4.978727652554285,4.978727652554285
605,Some College,Low,1.4414577158167958,3.65108276437968,3.9671450243091315,3.9671450243091315
606,High School,Low,4.897079160436988,2.742864988744259,3.472759843526209,3.472759843526209
607,Some College,Low,1.8165471106767654,3.363106002099812,3.2368794022465637,3.2368794022465637
608,Bachelor's,Low,3.2191651929169893,4.414211510680616,5.471800376425406,5
609,Some College,Middle,2.8687087325379252,4.353230589069426,4.434922864316493,4.434922864316493
610,Some College,Middle,1.2051272252574563,4.776521093212068,3.24529052697229,3.24529052697229
611,Graduate,Middle,4.021150706335902,4.736874754540622,4.714149873884328,4.714149873884328
612,Bachelor's,High,1.2416160935536027,3.6757891280576587,4.256101449431769,4.256101449431769
613,Some College,Middle,3.0737424893304706,2.050677193328738,2.8942218878076353,2.8942218878076353
614,High School,Middle,3.2910877941176295,2.613949079066515,3.6865675451810302,3.6865675451810302
615,Graduate,High,4.470989958383143,1.65260717459023,3.9333720332242517,3.9333720332242517
616,Some College,Middle,4.230468903668225,4.44271230045706,4.088133099265022,4.088133099265022
617,Some College,Middle,3.1454958422109485,3.80890978500247,4.398724371248286,4.398724371248286
618,Some College,High,4.190338751301169,3.30896536167711,4.192824373939318,4.192824373939318
619,Some College,Low,4.3569529969245195,3.7365452041849494,4.9171930182913774,4.9171930182913774
620,Graduate,Middle,2.0762233128771186,3.7591254422441125,4.823443631733094,4.823443631733094
621,Some College,Low,1.5721967490389943,2.416201357729733,2.9160407856614747,2.9160407856614747
622,High School,Middle,2.358527835458517,2.217529290355742,4.653412188735798,4.653412188735798
623,High School,Middle,4.649349058046937,4.720066801644862,6.9690116057299525,5
624,Graduate,Low,4.973061106167734,4.57394411880523,5.006679074358211,5
625,Bachelor's,Middle,4.867938349023461,4.518735981546342,4.352248122627071,4.352248122627071
626,Bachelor's,Low,3.562853431329131,2.804250907152891,4.31278142684316,4.31278142684316
627,Bachelor's,Middle,4.711580106988549,4.141534643247724,4.72611412911935,4.72611412911935
628,Graduate,Middle,4.518538667820394,3.121310966089368,4.280620039583638,4.280620039583638
629,Bachelor's,Low,1.7589030005037785,1.7500468818470836,3.2001175938614352,3.2001175938614352
630,Some College,Middle,4.167490062303841,3.51453557331115,3.604804575450014,3.604804575450014
631,Bachelor's,Middle,2.0307138729840517,1.7282149735838175,2.5500403440603607,2.5500403440603607
632,High School,High,2.275510000064969,1.5488008931279182,4.3609193697401505,4.3609193697401505
633,High School,High,3.4295201506465673,2.067657645791769,4.9446548777823125,4.9446548777823125
634,Bachelor's,Middle,3.0347141353413463,3.7882492169737816,4.742698165879769,4.742698165879769
635,Bachelor's,Middle,4.841195632703602,4.611682842485607,5.6041635862945824,5
636,Bachelor's,Middle,2.3272030986845493,3.028131858445704,3.501814259053344,3.501814259053344
637,High School,Low,4.535129497759044,4.861915095709264,4.515578119459464,4.515578119459464
638,Graduate,High,4.016484936699271,2.930069752037525,3.5397302884345327,3.5397302884345327
639,Bachelor's,High,2.6553445467725396,4.100417481735349,4.766583064786848,4.766583064786848
640,Bachelor's,Middle,2.3123968178406358,2.6001417646184564,3.2182488123845263,3.2182488123845263
641,Some College,Low,2.795089484192431,1.5882325172424316,3.621630071424917,3.621630071424917
642,Some College,Middle,2.8416450330987573,2.0689237006008625,3.6106005797746383,3.6106005797746383
643,Graduate,Middle,4.0254841865971684,1.6097009936347604,3.345363777192419,3.345363777192419
644,Some College,Middle,2.5311457328498363,2.1664434522390366,2.2681119999671675,2.2681119999671675
645,High School,Middle,2.528115759603679,3.759582554921508,2.664716220731079,2.664716220731079
646,Bachelor's,Middle,3.909682570025325,4.370106793940067,4.724007479700342,4.724007479700342
647,Bachelor's,Low,4.009149325080216,2.2857922660186887,4.548399093329902,4.548399093329902
648,Graduate,Middle,3.0772779788821936,3.114876209758222,5.5757792741018894,5
649,High School,High,3.4022786654531956,3.9792506638914347,6.105993702676406,5
650,Graduate,Middle,2.376584437675774,3.2174757989123464,4.860300048093459,4.860300048093459
651,Some College,Middle,3.1830540681257844,2.9735769238322973,3.336862995799087,3.336862995799087
652,Bachelor's,Middle,1.4138404540717602,1.9387526186183095,4.043729794520923,4.043729794520923
653,Some College,Low,3.834876548498869,3.68826487287879,3.7945901390979637,3.7945901390979637
654,Bachelor's,Low,2.4915018919855356,3.719337848946452,4.125913497739858,4.125913497739858
655,Some College,Low,4.968141760677099,4.719501471146941,5.171297719207541,5
656,High School,High,3.8851353861391544,4.726048997603357,5.460847765234001,5
657,High School,Low,4.050585163757205,1.070413970388472,3.625621350064393,3.625621350064393
658,Bachelor's,Low,1.5763383833691478,2.2248855978250504,4.300834911852962,4.300834911852962
659,Bachelor's,High,1.9155971007421613,2.6556274853646755,4.017566296816864,4.017566296816864
660,Bachelor's,Low,2.689756733365357,2.3619616739451885,3.6540786465399324,3.6540786465399324
661,High School,Low,1.0224763611331582,4.4261180544272065,3.8451906045745328,3.8451906045745328
662,Some College,Middle,1.6225815126672387,4.86455728020519,2.6279890928985847,2.6279890928985847
663,Graduate,Middle,4.687258914113045,4.043451827950776,5.068008685946833,5
664,Some College,Middle,2.7589432382956147,3.007823816500604,3.47664517823492,3.47664517823492
665,Some College,High,2.6950683249160647,4.970153594389558,3.9330236428813703,3.9330236428813703
666,Graduate,Middle,2.0407120576128364,3.4441957557573915,4.2266960660222095,4.2266960660222095
667,Bachelor's,High,3.0337215615436435,4.1837443029507995,5.7120346964759605,5
668,High School,High,2.5209098048508167,3.9289609640836716,4.774965186598723,4.774965186598723
669,High School,Middle,3.6725255250930786,2.9191023521125317,3.994432047509447,3.994432047509447
670,Some College,Middle,2.9770331978797913,3.534998503513634,3.3389600575961227,3.3389600575961227
671,Bachelor's,Middle,4.356930168345571,3.162856168113649,4.748603602006629,4.748603602006629
672,Graduate,Low,1.7753503378480673,1.5811145594343543,2.574587539868928,2.574587539868928
673,Some College,Middle,1.9867417821660638,4.076549809426069,2.6692133055873235,2.6692133055873235
674,Bachelor's,Low,1.3721379861235619,3.2370316861197352,3.685047060804825,3.685047060804825
675,High School,Low,4.547590842470527,1.0669170012697577,3.2722595192192347,3.2722595192192347
676,Some College,Middle,2.9140817653387785,4.633812957443297,3.6826062027125754,3.6826062027125754
677,Some College,Low,1.2191013731062412,1.4188230903819203,3.0884422586492946,3.0884422586492946
678,Some College,Low,1.2968944823369384,3.988811569288373,3.1734698922558326,3.1734698922558326
679,Some College,Middle,2.5454829409718513,2.839154811576009,2.814141552387331,2.814141552387331
680,Bachelor's,High,1.5765613969415426,1.4733903910964727,3.7819472708161346,3.7819472708161346
681,High School,Middle,4.26850622985512,4.394090876914561,5.260096143195479,5
682,Some College,Middle,2.887681271880865,1.1702001988887787,4.861147254436973,4.861147254436973
683,Some College,High,2.12955657299608,4.686369666829705,5.811222904568675,5
684,Some College,Middle,4.26492084376514,2.0447668554261327,3.986242991607458,3.986242991607458
685,High School,Middle,4.055543280206621,3.6381949046626687,3.546914798663942,3.546914798663942
686,Bachelor's,Middle,2.6413693744689226,2.0180322024971247,4.138363636970748,4.138363636970748
687,Some College,Low,1.4854176761582494,1.3966595008969307,2.483898226823812,2.483898226823812
688,Bachelor's,Middle,4.500388414599001,1.8654160583391786,5.0934517475288805,5
689,High School,Middle,3.8059611450880766,1.693633208051324,3.0631949833406855,3.0631949833406855
690,Some College,Low,4.7131626438349485,1.767980646342039,3.796266716660434,3.796266716660434
691,Bachelor's,Middle,2.603034481406212,4.755260757170618,4.612875135052641,4.612875135052641
692,Some College,Low,3.1226355908438563,1.0353978648781776,3.072090415208809,3.072090415208809
693,Bachelor's,High,3.5493832686915994,4.085851040668786,5.695759656088882,5
694,Bachelor's,High,2.569114463403821,3.321486324071884,4.970329284481345,4.970329284481345
695,High School,High,2.383129386231303,2.747624765150249,3.5463511548349307,3.5463511548349307
696,Bachelor's,Low,2.279968850314617,2.2517543910071254,5.293061850564696,5
697,Graduate,Low,4.077930258587003,4.90054645575583,3.5524776059267884,3.5524776059267884
698,Bachelor's,Low,2.46168799046427,4.075393350794911,3.451874378933537,3.451874378933537
699,Graduate,Middle,4.351398544386029,3.223682966083288,4.48520991552991,4.48520991552991
700,Some College,Middle,1.5405011661350727,3.410834636539221,3.634646865390522,3.634646865390522
701,Bachelor's,Middle,2.678393779322505,2.81119404733181,3.440640891685691,3.440640891685691
702,High School,Low,2.2695139180868864,4.039424736984074,4.701900872059325,4.701900872059325
703,Bachelor's,Low,4.762059399858117,4.696509876288474,4.921301498013347,4.921301498013347
704,Some College,Low,2.2544959178194404,1.3278435254469514,3.1447130650664477,3.1447130650664477
705,High School,High,1.8569318437948823,4.635874983854592,5.5603367361043645,5
706,Graduate,Low,2.107468431815505,3.0976402573287487,4.470034327450196,4.470034327450196
707,High School,Middle,3.918413511477411,3.5250210892409086,4.09468353373918,4.09468353373918
708,High School,High,4.395240609534085,4.297682160511613,5.693237833256894,5
709,Graduate,Middle,2.4813446262851357,2.1336276857182384,5.027898172880865,5
710,Some College,High,3.5186116006225348,3.443282595835626,5.152909748676692,5
711,Bachelor's,Low,1.1140563413500786,3.1568092685192823,1.537774415955686,1.537774415955686
712,High School,High,3.4664454413577914,2.1323078963905573,4.434929905222361,4.434929905222361
713,Bachelor's,Middle,3.9843195267021656,3.9525264874100685,4.224225306795304,4.224225306795304
714,High School,Low,4.610250385478139,4.616486754268408,3.760991254906,3.760991254906
715,High School,Low,4.712700283154845,3.2986631877720356,4.668015883565775,4.668015883565775
716,High School,Middle,1.7364554964005947,3.7460992243140936,3.6356782751390098,3.6356782751390098
717,Bachelor's,Low,4.938410321250558,3.1012181164696813,4.8168590157274505,4.8168590157274505
718,Some College,High,4.84304169844836,3.3790476275607944,4.84468794487555,4.84468794487555
719,Graduate,Low,4.6727432599291205,2.4925718316808343,3.929882961726521,3.929882961726521
720,Bachelor's,Middle,2.449756670743227,1.3844979805871844,3.466769249882422,3.466769249882422
721,Some College,Middle,4.18391230981797,1.8366557247936726,3.596386285617522,3.596386285617522
722,Some College,Middle,4.885404004715383,1.915936240926385,3.7066762420223562,3.7066762420223562
723,High School,Middle,3.2973025338724256,3.0788993733003736,3.6585598560504966,3.6585598560504966
724,Some College,Middle,1.1670964136719704,3.03506763279438,2.2894622192392053,2.2894622192392053
725,Bachelor's,Middle,4.425686698406935,4.503060390241444,4.214553332964165,4.214553332964165
726,Some College,Middle,2.69133108202368,1.1309997821226716,4.295591151370549,4.295591151370549
727,Graduate,High,3.4087868044152856,3.6139207826927304,4.907899394068144,4.907899394068144
728,Bachelor's,High,4.274004743434489,2.636459073983133,4.746425932472296,4.746425932472296
729,Graduate,Middle,2.2923922510817647,2.667555384337902,4.855123541017489,4.855123541017489
730,Some College,High,4.243824801407754,4.220374005846679,5.261826122271726,5
731,Some College,Middle,4.237060895189643,3.051993331871927,4.1104075809882055,4.1104075809882055
732,High School,Low,3.29412033688277,4.686377241276205,2.80594457578224,2.80594457578224
733,Graduate,Low,2.1835312005132437,3.954961429350078,3.6150607948070124,3.6150607948070124
734,Bachelor's,Low,2.1345087764784694,4.486198347993195,3.0796655965390363,3.0796655965390363
735,Bachelor's,Middle,1.5273369569331408,3.92399310041219,3.720085767798359,3.720085767798359
736,High School,Low,3.3158134315162897,3.5218525882810354,4.2673160339315,4.2673160339315
737,Bachelor's,Low,3.111076882109046,3.918190525844693,3.5485012278943917,3.5485012278943917
738,Graduate,Middle,3.482714773155749,1.8809845801442862,4.156620871271576,4.156620871271576
739,Some College,Middle,2.223121367394924,2.650930571369827,4.4158658410878635,4.4158658410878635
740,Graduate,Middle,1.0719822123646736,4.785208612680435,3.58863118696502,3.58863118696502
741,High School,High,4.750964560545981,4.057436862960458,2.770506223700195,2.770506223700195
742,Graduate,Low,4.446372747421265,3.545635742135346,3.426933774719715,3.426933774719715
743,Some College,High,3.403842051513493,2.954351296648383,4.090558662758512,4.090558662758512
744,Some College,Middle,2.832376752048731,1.500406201928854,5.222119079152828,5
745,High School,High,3.6271099746227264,4.577423389069736,4.959938771643326,4.959938771643326
746,Bachelor's,Middle,4.8848308036103845,4.733337695710361,4.86952896583902,4.86952896583902
747,High School,Low,2.984921989031136,2.861323663033545,3.898981530605484,3.898981530605484
748,Graduate,Low,4.270401178859174,3.7671321285888553,5.129815169822137,5
749,Bachelor's,High,1.541884264908731,2.9252176815643907,5.076501801441848,5
750,High School,High,4.183960002847016,4.163296545855701,5.319851542281701,5
751,Bachelor's,Low,1.0597644858062267,2.289222748950124,2.163675199131023,2.163675199131023
752,Bachelor's,Middle,4.2466621324419975,3.467734783887863,3.2425741140601887,3.2425741140601887
753,Some College,Middle,4.22647968865931,3.6534292455762625,4.313339708046415,4.313339708046415
754,Bachelor's,Middle,2.123530480079353,3.6898243688046932,5.278634677654473,5
755,Graduate,Low,1.7475095400586724,1.5722991777583957,3.4330601374432645,3.4330601374432645
756,Graduate,Middle,4.314418446272612,4.02813780400902,5.4701989646326306,5
757,High School,Low,1.0044948440045118,2.286061091348529,1.8978254894373108,1.8978254894373108
758,Bachelor's,Low,4.490883195772767,4.253167335875332,4.493971475079668,4.493971475079668
759,High School,Middle,1.1383082354441285,2.385917632840574,1.9708694898265409,1.9708694898265409
760,Some College,Low,4.780752212740481,3.5701636848971248,2.5329422213679527,2.5329422213679527
761,High School,Middle,1.8960393015295267,1.8009107112884521,2.2141895693239917,2.2141895693239917
762,Some College,Middle,3.2615608777850866,3.670477494597435,2.5637958338129634,2.5637958338129634
763,High School,Middle,4.218175939284265,4.480643628165126,3.89845407353261,3.89845407353261
764,Bachelor's,High,4.551830853335559,2.132121928036213,4.691948233884833,4.691948233884833
765,High School,High,4.743308836594224,3.957732927054167,5.151647862096091,5
766,Bachelor's,Middle,4.4616414699703455,4.703699965029955,3.9631047175665435,3.9631047175665435
767,High School,High,3.0336871976032853,3.317264348268509,3.7598405724943382,3.7598405724943382
768,Bachelor's,Low,3.1092451941221952,4.353689863346517,3.500995177233915,3.500995177233915
769,Bachelor's,High,2.912126208655536,3.6656942162662745,5.493953452736981,5
770,Graduate,Low,3.1912786085158587,1.6280248519033194,3.6922373279631726,3.6922373279631726
771,High School,Low,1.497204759158194,1.1672887969762087,4.247553593100649,4.247553593100649
772,High School,Low,4.38839013222605,3.7454387210309505,4.771715393633789,4.771715393633789
773,Some College,Middle,4.861329791136086,1.592600696720183,3.8477359133538735,3.8477359133538735
774,High School,Middle,2.657263177447021,1.283776430413127,4.211916679767874,4.211916679767874
775,High School,Middle,3.2621099930256605,2.9381744638085365,4.110555819065871,4.110555819065871
776,High School,Middle,3.8590649953112006,4.384160280227661,3.2667335203838133,3.2667335203838133
777,Some College,Middle,4.081512468867004,3.329660940915346,4.217569404257602,4.217569404257602
778,Bachelor's,Low,2.7262405920773745,4.030101725831628,3.9527848281950804,3.9527848281950804
779,Graduate,Middle,1.7522129295393825,4.18654076103121,5.514893464786352,5
780,Bachelor's,Middle,2.0909045906737447,1.161483152769506,4.524853729382432,4.524853729382432
781,Some College,High,1.1941126380115747,4.060472070239484,5.050937388584684,5
782,Graduate,Middle,1.087448245845735,4.721527751535177,4.521081289547502,4.521081289547502
783,Bachelor's,Middle,1.4122356297448277,3.109366185963154,3.1585197831847105,3.1585197831847105
784,Some College,Middle,4.781967104412615,4.159740371629596,4.606867197251451,4.606867197251451
785,Some College,Low,2.458893964998424,4.778947742655873,2.2701271372858525,2.2701271372858525
786,High School,Middle,3.6708899680525064,3.9175248872488737,5.324711994649558,5
787,Some College,Middle,4.490982702933252,4.388886412605643,4.808909235797805,4.808909235797805
788,Some College,Middle,2.143429738469422,3.642412048764527,4.351755819967769,4.351755819967769
789,Bachelor's,Middle,3.627351390197873,1.3608912648633122,3.671053569122991,3.671053569122991
790,High School,Middle,4.221342048607767,3.0315356655046344,4.505705268205272,4.505705268205272
791,High School,Middle,2.3326118644326925,1.031611254438758,2.8571738699806737,2.8571738699806737
792,Graduate,Middle,1.8257992258295417,3.858113219961524,2.514685957623437,2.514685957623437
793,High School,Low,2.314117475412786,4.416444874368608,2.5976340294046665,2.5976340294046665
794,Some College,Middle,2.627015620470047,2.646429373882711,4.095269993584861,4.095269993584861
795,High School,Low,3.560991703532636,2.175058457069099,2.9804079468940112,2.9804079468940112
796,Bachelor's,Low,1.8750410620123148,4.710635896772146,3.401282920023407,3.401282920023407
797,Some College,High,3.9503807574510574,4.138721814379096,3.2936036161597118,3.2936036161597118
798,Some College,Low,2.710280873812735,3.884643252938986,5.195743380568235,5
799,Graduate,Middle,1.7280536442995071,4.118996066041291,4.950232737286836,4.950232737286836
800,High School,Low,3.6234301859512925,1.1209914488717914,4.352131636647174,4.352131636647174
801,Some College,Middle,1.9968046275898814,1.1804133700206876,3.9552324339678147,3.9552324339678147
802,Graduate,Middle,3.538430226035416,1.3654854912310839,4.806125851382445,4.806125851382445
803,Some College,Middle,1.1051865871995687,2.7363134063780308,3.3792842665896066,3.3792842665896066
804,High School,Middle,1.1208201460540295,1.1378204701468349,3.429113467983927,3.429113467983927
805,Bachelor's,Middle,2.812952467240393,4.939027983695269,5.029238454758762,5
806,High School,Middle,1.0895549366250634,1.190117709338665,2.942027348693004,2.942027348693004
807,Some College,Low,4.4184681586921215,2.2520192144438624,4.90143580224454,4.90143580224454
808,High School,Low,3.3629617458209395,1.8494383189827204,4.350115847715498,4.350115847715498
809,Some College,Low,2.9481691122055054,4.742384419776499,4.913614217675708,4.913614217675708
810,High School,High,4.372633318416774,3.3356128707528114,5.7393170419110895,5
811,Bachelor's,Middle,1.4480634704232216,1.5341419950127602,3.184061101008011,3.184061101008011
812,High School,Middle,4.795632306486368,2.2915793024003506,4.5223917442767565,4.5223917442767565
813,Graduate,Middle,2.1022966392338276,3.265499973669648,3.9199703032081445,3.9199703032081445
814,Bachelor's,Low,2.769388746470213,3.003450154326856,4.172301977767587,4.172301977767587
815,High School,Low,1.8960072826594114,3.126427013427019,3.10657061203207,3.10657061203207
816,High School,Middle,4.876514331437647,1.6813049176707864,3.2888354761328156,3.2888354761328156
817,Some College,Middle,1.5285233464092016,1.482402389869094,3.8069655983225936,3.8069655983225936
818,High School,High,2.8917478090152144,1.2240962283685803,2.5059077777125838,2.5059077777125838
819,Some College,Low,4.0834473092108965,2.05706425011158,4.761647728005639,4.761647728005639
820,Bachelor's,Low,4.761478644795716,3.6457739202305675,3.346715707910626,3.346715707910626
821,Some College,Middle,4.738836977630854,3.293051333166659,3.2278094344804096,3.2278094344804096
822,Graduate,Middle,4.204920926131308,4.255325742997229,5.978860879555919,5
823,Bachelor's,Middle,1.499609438702464,2.8068471690639853,4.545250133187513,4.545250133187513
824,Bachelor's,Low,1.6156636327505112,4.153619281947613,2.598746702117748,2.598746702117748
825,Graduate,Low,3.392753600142896,2.7837023520842195,4.750197288234963,4.750197288234963
826,Some College,Middle,1.8239990985020995,4.785658280365169,1.8369051817085627,1.8369051817085627
827,Graduate,Middle,1.000017061829567,2.2216907581314445,3.275917875449176,3.275917875449176
828,Bachelor's,Middle,1.6334148962050676,3.2498001623898745,3.690270825295064,3.690270825295064
829,High School,Middle,3.411403256468475,3.962267837487161,4.638065968303228,4.638065968303228
830,Bachelor's,Middle,3.1283818325027823,1.7860984168946743,4.0033789295544056,4.0033789295544056
831,Graduate,Middle,2.841819546185434,2.860059468075633,5.48105466715649,5
832,Graduate,Middle,3.4818859919905663,2.8642561165615916,4.535114815354231,4.535114815354231
833,Bachelor's,Low,1.6494033262133598,1.1880592880770564,2.5068371017008695,2.5068371017008695
