voter_id,treatment,age_group,education,baseline_turnout_prob,treatment_effect,voted_2022
1300,Postcard,30-49,High School,0.52,0.05,1
1301,Phone Call,30-49,High School,0.52,0.08,0
1302,Control,50-64,High School,0.68,0,1
1303,Phone Call,30-49,Some College,0.52,0.08,1
1304,Personal Visit,30-49,High School,0.52,0.12,1
1305,Personal Visit,50-64,Graduate,0.68,0.12,1
1306,Postcard,50-64,Bachelor's,0.68,0.05,1
1307,Postcard,50-64,Bachelor's,0.68,0.05,0
1308,Phone Call,50-64,Some College,0.68,0.08,1
1309,Personal Visit,50-64,High School,0.68,0.12,1
1310,Personal Visit,30-49,Bachelor's,0.52,0.12,0
1311,Postcard,30-49,Bachelor's,0.52,0.05,0
1312,Phone Call,18-29,High School,0.35,0.08,1
1313,Control,30-49,High School,0.52,0,1
1314,Phone Call,65+,High School,0.74,0.08,1
1315,Personal Visit,30-49,Bachelor's,0.52,0.12,0
1316,Postcard,18-29,Graduate,0.35,0.05,0
1317,Postcard,18-29,Bachelor's,0.35,0.05,1
1318,Personal Visit,30-49,Bachelor's,0.52,0.12,1
1319,Phone Call,18-29,Some College,0.35,0.08,0
1320,Phone Call,30-49,Some College,0.52,0.08,0
1321,Phone Call,65+,Bachelor's,0.74,0.08,0
1322,Personal Visit,30-49,High School,0.52,0.12,1
1323,Phone Call,30-49,High School,0.52,0.08,0
1324,Postcard,50-64,Graduate,0.68,0.05,1
1325,Personal Visit,65+,High School,0.74,0.12,0
1326,Personal Visit,65+,Some College,0.74,0.12,1
1327,Postcard,18-29,High School,0.35,0.05,1
1328,Postcard,50-64,High School,0.68,0.05,0
1329,Control,50-64,Graduate,0.68,0,1
1330,Personal Visit,30-49,High School,0.52,0.12,1
1331,Postcard,30-49,High School,0.52,0.05,1
1332,Control,50-64,Bachelor's,0.68,0,1
1333,Postcard,50-64,Bachelor's,0.68,0.05,0
1334,Personal Visit,30-49,Bachelor's,0.52,0.12,1
1335,Personal Visit,30-49,Some College,0.52,0.12,0
1336,Postcard,65+,Bachelor's,0.74,0.05,1
1337,Personal Visit,65+,Some College,0.74,0.12,1
1338,Personal Visit,30-49,Some College,0.52,0.12,1
1339,Phone Call,18-29,High School,0.35,0.08,0
1340,Phone Call,30-49,High School,0.52,0.08,1
1341,Personal Visit,30-49,High School,0.52,0.12,0
1342,Postcard,30-49,High School,0.52,0.05,1
1343,Phone Call,30-49,High School,0.52,0.08,1
1344,Control,30-49,High School,0.52,0,0
1345,Personal Visit,30-49,Bachelor's,0.52,0.12,0
1346,Phone Call,30-49,Some College,0.52,0.08,0
1347,Postcard,50-64,Bachelor's,0.68,0.05,1
1348,Control,65+,Graduate,0.74,0,1
1349,Phone Call,30-49,Some College,0.52,0.08,1
1350,Phone Call,30-49,High School,0.52,0.08,1
1351,Phone Call,18-29,High School,0.35,0.08,1
1352,Postcard,30-49,Bachelor's,0.52,0.05,1
1353,Personal Visit,18-29,Bachelor's,0.35,0.12,1
1354,Personal Visit,30-49,High School,0.52,0.12,1
1355,Postcard,18-29,Bachelor's,0.35,0.05,1
1356,Postcard,18-29,Bachelor's,0.35,0.05,0
1357,Personal Visit,18-29,Some College,0.35,0.12,1
1358,Control,50-64,Bachelor's,0.68,0,0
1359,Phone Call,30-49,Bachelor's,0.52,0.08,0
1360,Personal Visit,30-49,Bachelor's,0.52,0.12,1
1361,Postcard,50-64,Bachelor's,0.68,0.05,1
1362,Personal Visit,50-64,High School,0.68,0.12,1
1363,Phone Call,50-64,Some College,0.68,0.08,1
1364,Phone Call,30-49,Some College,0.52,0.08,0
1365,Postcard,18-29,Some College,0.35,0.05,0
1366,Personal Visit,30-49,High School,0.52,0.12,0
1367,Phone Call,50-64,Bachelor's,0.68,0.08,1
1368,Phone Call,30-49,High School,0.52,0.08,0
1369,Personal Visit,18-29,Bachelor's,0.35,0.12,0
1370,Personal Visit,50-64,Bachelor's,0.68,0.12,1
1371,Postcard,65+,Some College,0.74,0.05,1
1372,Control,50-64,Graduate,0.68,0,1
1373,Phone Call,30-49,Bachelor's,0.52,0.08,0
1374,Personal Visit,65+,Graduate,0.74,0.12,1
1375,Control,18-29,Bachelor's,0.35,0,0
1376,Postcard,30-49,Some College,0.52,0.05,1
1377,Control,65+,High School,0.74,0,1
1378,Phone Call,30-49,Some College,0.52,0.08,0
1379,Postcard,30-49,High School,0.52,0.05,1
1380,Phone Call,50-64,High School,0.68,0.08,1
1381,Personal Visit,50-64,High School,0.68,0.12,1
1382,Personal Visit,30-49,Bachelor's,0.52,0.12,1
1383,Postcard,18-29,High School,0.35,0.05,0
1384,Control,50-64,High School,0.68,0,1
1385,Personal Visit,30-49,High School,0.52,0.12,1
1386,Postcard,65+,Graduate,0.74,0.05,0
1387,Phone Call,30-49,Bachelor's,0.52,0.08,1
1388,Phone Call,50-64,Some College,0.68,0.08,0
1389,Personal Visit,50-64,High School,0.68,0.12,1
1390,Phone Call,50-64,Some College,0.68,0.08,0
1391,Personal Visit,50-64,Graduate,0.68,0.12,1
1392,Personal Visit,50-64,High School,0.68,0.12,1
1393,Postcard,30-49,Some College,0.52,0.05,1
1394,Phone Call,30-49,Some College,0.52,0.08,0
1395,Personal Visit,50-64,High School,0.68,0.12,1
1396,Phone Call,30-49,High School,0.52,0.08,1
1397,Control,18-29,Bachelor's,0.35,0,1
1398,Personal Visit,65+,Graduate,0.74,0.12,1
1399,Control,30-49,Some College,0.52,0,0
1400,Postcard,18-29,Some College,0.35,0.05,0
1401,Control,65+,Graduate,0.74,0,1
1402,Postcard,18-29,High School,0.35,0.05,0
1403,Postcard,18-29,Graduate,0.35,0.05,0
1404,Postcard,18-29,High School,0.35,0.05,0
1405,Personal Visit,65+,Some College,0.74,0.12,1
1406,Control,18-29,Some College,0.35,0,1
1407,Postcard,30-49,Bachelor's,0.52,0.05,0
1408,Postcard,30-49,Some College,0.52,0.05,0
1409,Control,50-64,Some College,0.68,0,1
1410,Control,30-49,Bachelor's,0.52,0,1
1411,Postcard,18-29,High School,0.35,0.05,1
1412,Personal Visit,30-49,Some College,0.52,0.12,1
1413,Personal Visit,65+,Graduate,0.74,0.12,1
1414,Personal Visit,30-49,Some College,0.52,0.12,1
1415,Phone Call,30-49,High School,0.52,0.08,1
1416,Personal Visit,18-29,Some College,0.35,0.12,0
1417,Phone Call,50-64,Graduate,0.68,0.08,0
1418,Postcard,30-49,Some College,0.52,0.05,0
1419,Postcard,65+,Some College,0.74,0.05,1
1420,Personal Visit,18-29,Graduate,0.35,0.12,0
1421,Phone Call,65+,Some College,0.74,0.08,1
1422,Personal Visit,50-64,High School,0.68,0.12,1
1423,Control,18-29,Some College,0.35,0,0
1424,Postcard,65+,Some College,0.74,0.05,1
1425,Control,50-64,High School,0.68,0,1
1426,Control,18-29,Bachelor's,0.35,0,1
1427,Personal Visit,30-49,Bachelor's,0.52,0.12,0
1428,Personal Visit,30-49,Graduate,0.52,0.12,0
1429,Personal Visit,30-49,High School,0.52,0.12,1
1430,Postcard,30-49,Bachelor's,0.52,0.05,0
1431,Control,30-49,Some College,0.52,0,1
1432,Postcard,30-49,Graduate,0.52,0.05,0
1433,Phone Call,30-49,Bachelor's,0.52,0.08,1
1434,Phone Call,30-49,Bachelor's,0.52,0.08,1
1435,Control,50-64,Bachelor's,0.68,0,0
1436,Postcard,30-49,Some College,0.52,0.05,0
1437,Postcard,30-49,Some College,0.52,0.05,1
1438,Control,30-49,Graduate,0.52,0,1
1439,Phone Call,18-29,High School,0.35,0.08,0
1440,Control,30-49,Bachelor's,0.52,0,0
1441,Personal Visit,18-29,Graduate,0.35,0.12,0
1442,Postcard,30-49,Some College,0.52,0.05,1
1443,Phone Call,65+,High School,0.74,0.08,0
1444,Phone Call,30-49,Some College,0.52,0.08,0
1445,Postcard,18-29,Bachelor's,0.35,0.05,0
1446,Control,50-64,Some College,0.68,0,0
1447,Personal Visit,65+,Bachelor's,0.74,0.12,1
1448,Postcard,30-49,Graduate,0.52,0.05,1
1449,Personal Visit,65+,Some College,0.74,0.12,1
1450,Postcard,18-29,Some College,0.35,0.05,1
1451,Postcard,50-64,Bachelor's,0.68,0.05,1
1452,Postcard,30-49,High School,0.52,0.05,1
1453,Control,65+,Graduate,0.74,0,1
1454,Control,18-29,Bachelor's,0.35,0,0
1455,Personal Visit,18-29,Graduate,0.35,0.12,0
1456,Personal Visit,65+,Some College,0.74,0.12,1
1457,Personal Visit,65+,Some College,0.74,0.12,1
1458,Personal Visit,65+,High School,0.74,0.12,1
1459,Phone Call,65+,Bachelor's,0.74,0.08,0
1460,Phone Call,30-49,Graduate,0.52,0.08,1
1461,Phone Call,30-49,Bachelor's,0.52,0.08,1
1462,Personal Visit,50-64,High School,0.68,0.12,0
1463,Control,50-64,Bachelor's,0.68,0,0
1464,Personal Visit,30-49,Some College,0.52,0.12,1
1465,Phone Call,18-29,Graduate,0.35,0.08,0
1466,Personal Visit,30-49,Some College,0.52,0.12,1
1467,Personal Visit,18-29,Graduate,0.35,0.12,0
1468,Phone Call,50-64,High School,0.68,0.08,0
1469,Phone Call,65+,Bachelor's,0.74,0.08,1
1470,Personal Visit,50-64,Some College,0.68,0.12,0
1471,Postcard,30-49,High School,0.52,0.05,1
1472,Phone Call,18-29,Graduate,0.35,0.08,0
1473,Personal Visit,30-49,Graduate,0.52,0.12,1
1474,Phone Call,30-49,Some College,0.52,0.08,1
1475,Postcard,50-64,Bachelor's,0.68,0.05,0
1476,Phone Call,18-29,Graduate,0.35,0.08,0
1477,Control,65+,Some College,0.74,0,1
1478,Postcard,65+,High School,0.74,0.05,1
1479,Postcard,65+,Bachelor's,0.74,0.05,1
1480,Control,30-49,Graduate,0.52,0,0
1481,Postcard,50-64,Some College,0.68,0.05,1
1482,Personal Visit,65+,Bachelor's,0.74,0.12,0
1483,Postcard,18-29,High School,0.35,0.05,1
1484,Postcard,65+,Bachelor's,0.74,0.05,1
1485,Personal Visit,50-64,Graduate,0.68,0.12,0
1486,Control,30-49,High School,0.52,0,1
1487,Phone Call,18-29,Bachelor's,0.35,0.08,0
1488,Personal Visit,50-64,Graduate,0.68,0.12,1
1489,Postcard,18-29,High School,0.35,0.05,0
1490,Control,65+,Some College,0.74,0,1
1491,Control,30-49,Graduate,0.52,0,0
1492,Control,65+,High School,0.74,0,1
1493,Postcard,65+,Some College,0.74,0.05,0
1494,Postcard,65+,Graduate,0.74,0.05,1
1495,Phone Call,30-49,Some College,0.52,0.08,0
1496,Phone Call,30-49,Some College,0.52,0.08,1
1497,Personal Visit,50-64,Some College,0.68,0.12,1
1498,Personal Visit,18-29,Bachelor's,0.35,0.12,1
1499,Phone Call,30-49,High School,0.52,0.08,1
1500,Phone Call,18-29,High School,0.35,0.08,0
1501,Control,65+,Bachelor's,0.74,0,1
1502,Phone Call,30-49,Bachelor's,0.52,0.08,0
1503,Personal Visit,50-64,High School,0.68,0.12,1
1504,Personal Visit,30-49,Some College,0.52,0.12,0
1505,Personal Visit,30-49,Bachelor's,0.52,0.12,1
1506,Phone Call,50-64,Some College,0.68,0.08,1
1507,Personal Visit,50-64,Some College,0.68,0.12,0
1508,Control,18-29,Bachelor's,0.35,0,0
1509,Control,65+,Graduate,0.74,0,1
1510,Postcard,18-29,Bachelor's,0.35,0.05,1
1511,Phone Call,30-49,Some College,0.52,0.08,0
1512,Phone Call,50-64,Bachelor's,0.68,0.08,1
1513,Postcard,65+,Graduate,0.74,0.05,0
1514,Phone Call,65+,Some College,0.74,0.08,1
1515,Personal Visit,30-49,Bachelor's,0.52,0.12,1
1516,Phone Call,30-49,High School,0.52,0.08,1
1517,Control,30-49,High School,0.52,0,0
1518,Personal Visit,50-64,Bachelor's,0.68,0.12,1
1519,Postcard,50-64,High School,0.68,0.05,1
1520,Control,65+,Bachelor's,0.74,0,0
1521,Control,30-49,Bachelor's,0.52,0,1
1522,Control,65+,Some College,0.74,0,0
1523,Phone Call,50-64,Some College,0.68,0.08,1
1524,Postcard,30-49,Some College,0.52,0.05,1
1525,Phone Call,65+,Bachelor's,0.74,0.08,1
1526,Postcard,65+,High School,0.74,0.05,1
1527,Control,18-29,High School,0.35,0,0
1528,Postcard,18-29,Bachelor's,0.35,0.05,0
1529,Phone Call,65+,Graduate,0.74,0.08,0
1530,Postcard,30-49,Bachelor's,0.52,0.05,1
1531,Control,18-29,High School,0.35,0,0
1532,Control,65+,Some College,0.74,0,1
1533,Control,50-64,Bachelor's,0.68,0,0
1534,Personal Visit,18-29,Bachelor's,0.35,0.12,1
1535,Personal Visit,50-64,Some College,0.68,0.12,1
1536,Personal Visit,65+,Some College,0.74,0.12,1
1537,Phone Call,50-64,Bachelor's,0.68,0.08,1
1538,Postcard,50-64,Some College,0.68,0.05,1
1539,Control,30-49,High School,0.52,0,1
1540,Postcard,18-29,Some College,0.35,0.05,0
1541,Control,30-49,Some College,0.52,0,0
1542,Control,50-64,Some College,0.68,0,0
1543,Control,18-29,Graduate,0.35,0,0
1544,Control,50-64,Some College,0.68,0,1
1545,Postcard,65+,Some College,0.74,0.05,1
1546,Control,65+,Bachelor's,0.74,0,0
1547,Phone Call,30-49,Some College,0.52,0.08,0
1548,Postcard,30-49,Some College,0.52,0.05,1
1549,Phone Call,65+,Bachelor's,0.74,0.08,1
1550,Phone Call,30-49,Bachelor's,0.52,0.08,0
1551,Postcard,50-64,High School,0.68,0.05,1
1552,Postcard,30-49,Bachelor's,0.52,0.05,1
1553,Phone Call,30-49,Some College,0.52,0.08,1
1554,Control,65+,Some College,0.74,0,1
1555,Postcard,30-49,High School,0.52,0.05,1
1556,Phone Call,30-49,Bachelor's,0.52,0.08,1
1557,Control,30-49,High School,0.52,0,1
1558,Phone Call,30-49,High School,0.52,0.08,0
1559,Control,30-49,Bachelor's,0.52,0,1
1560,Control,50-64,High School,0.68,0,0
1561,Postcard,18-29,Bachelor's,0.35,0.05,0
1562,Postcard,30-49,Graduate,0.52,0.05,0
1563,Phone Call,18-29,Bachelor's,0.35,0.08,0
1564,Postcard,50-64,Some College,0.68,0.05,1
1565,Phone Call,30-49,High School,0.52,0.08,1
1566,Phone Call,18-29,High School,0.35,0.08,1
1567,Personal Visit,30-49,High School,0.52,0.12,1
1568,Phone Call,65+,High School,0.74,0.08,1
1569,Control,50-64,Bachelor's,0.68,0,1
1570,Personal Visit,50-64,Bachelor's,0.68,0.12,1
1571,Postcard,30-49,High School,0.52,0.05,0
1572,Personal Visit,65+,Some College,0.74,0.12,1
1573,Personal Visit,18-29,Some College,0.35,0.12,0
1574,Control,30-49,High School,0.52,0,1
1575,Postcard,30-49,Some College,0.52,0.05,0
1576,Phone Call,30-49,High School,0.52,0.08,0
1577,Phone Call,65+,High School,0.74,0.08,1
1578,Personal Visit,18-29,High School,0.35,0.12,0
1579,Postcard,30-49,High School,0.52,0.05,1
1580,Postcard,50-64,High School,0.68,0.05,1
1581,Personal Visit,50-64,Some College,0.68,0.12,1
1582,Control,30-49,Some College,0.52,0,0
1583,Phone Call,65+,Bachelor's,0.74,0.08,1
1584,Phone Call,18-29,Bachelor's,0.35,0.08,0
1585,Personal Visit,18-29,Some College,0.35,0.12,0
1586,Postcard,50-64,High School,0.68,0.05,0
1587,Personal Visit,30-49,Some College,0.52,0.12,1
1588,Personal Visit,50-64,High School,0.68,0.12,1
1589,Postcard,30-49,Bachelor's,0.52,0.05,0
1590,Control,18-29,High School,0.35,0,0
1591,Control,30-49,Bachelor's,0.52,0,0
1592,Personal Visit,30-49,Graduate,0.52,0.12,0
1593,Phone Call,50-64,Some College,0.68,0.08,1
1594,Phone Call,30-49,Some College,0.52,0.08,1
1595,Postcard,50-64,Bachelor's,0.68,0.05,1
1596,Personal Visit,65+,Some College,0.74,0.12,1
1597,Postcard,30-49,Some College,0.52,0.05,0
1598,Postcard,18-29,Bachelor's,0.35,0.05,0
1599,Control,50-64,Graduate,0.68,0,1
1600,Personal Visit,18-29,Some College,0.35,0.12,1
1601,Postcard,50-64,Graduate,0.68,0.05,0
1602,Phone Call,30-49,Bachelor's,0.52,0.08,1
1603,Personal Visit,18-29,Bachelor's,0.35,0.12,0
1604,Postcard,30-49,Graduate,0.52,0.05,1
1605,Phone Call,18-29,High School,0.35,0.08,0
1606,Postcard,65+,Bachelor's,0.74,0.05,1
1607,Postcard,30-49,Graduate,0.52,0.05,0
1608,Personal Visit,18-29,Some College,0.35,0.12,0
1609,Postcard,30-49,Graduate,0.52,0.05,0
1610,Postcard,30-49,High School,0.52,0.05,1
1611,Control,30-49,Some College,0.52,0,1
1612,Personal Visit,30-49,Some College,0.52,0.12,1
1613,Postcard,18-29,Some College,0.35,0.05,1
1614,Personal Visit,30-49,Bachelor's,0.52,0.12,1
1615,Control,30-49,Some College,0.52,0,0
1616,Control,18-29,High School,0.35,0,0
1617,Postcard,30-49,Some College,0.52,0.05,0
1618,Phone Call,30-49,High School,0.52,0.08,0
1619,Postcard,30-49,Graduate,0.52,0.05,0
1620,Personal Visit,30-49,Some College,0.52,0.12,0
1621,Postcard,30-49,Some College,0.52,0.05,1
1622,Control,30-49,Some College,0.52,0,0
1623,Personal Visit,30-49,Some College,0.52,0.12,1
1624,Control,65+,High School,0.74,0,1
1625,Postcard,30-49,Some College,0.52,0.05,1
1626,Personal Visit,30-49,Some College,0.52,0.12,1
1627,Phone Call,18-29,Some College,0.35,0.08,1
1628,Personal Visit,30-49,High School,0.52,0.12,0
1629,Control,50-64,Bachelor's,0.68,0,0
1630,Control,30-49,Some College,0.52,0,1
1631,Phone Call,50-64,Bachelor's,0.68,0.08,1
1632,Postcard,65+,Bachelor's,0.74,0.05,1
1633,Control,30-49,High School,0.52,0,0
1634,Control,18-29,High School,0.35,0,1
1635,Phone Call,65+,Bachelor's,0.74,0.08,0
1636,Phone Call,50-64,Some College,0.68,0.08,0
1637,Phone Call,65+,Bachelor's,0.74,0.08,1
1638,Phone Call,30-49,Bachelor's,0.52,0.08,1
1639,Control,50-64,Graduate,0.68,0,1
1640,Control,65+,High School,0.74,0,1
1641,Phone Call,30-49,Bachelor's,0.52,0.08,0
1642,Control,18-29,Graduate,0.35,0,0
1643,Control,65+,High School,0.74,0,1
1644,Personal Visit,18-29,Graduate,0.35,0.12,0
1645,Postcard,30-49,Some College,0.52,0.05,0
1646,Phone Call,65+,Some College,0.74,0.08,0
1647,Phone Call,65+,High School,0.74,0.08,1
1648,Postcard,18-29,High School,0.35,0.05,0
1649,Phone Call,50-64,Some College,0.68,0.08,0
1650,Phone Call,65+,Graduate,0.74,0.08,0
1651,Control,30-49,High School,0.52,0,0
1652,Personal Visit,30-49,Some College,0.52,0.12,0
1653,Postcard,30-49,Some College,0.52,0.05,1
1654,Phone Call,30-49,High School,0.52,0.08,1
1655,Postcard,30-49,Bachelor's,0.52,0.05,1
1656,Personal Visit,50-64,Graduate,0.68,0.12,1
1657,Phone Call,18-29,Some College,0.35,0.08,0
1658,Phone Call,50-64,High School,0.68,0.08,1
1659,Postcard,18-29,Graduate,0.35,0.05,0
1660,Phone Call,30-49,Bachelor's,0.52,0.08,1
1661,Control,65+,Graduate,0.74,0,1
1662,Phone Call,50-64,Bachelor's,0.68,0.08,0
1663,Personal Visit,30-49,Bachelor's,0.52,0.12,1
1664,Personal Visit,18-29,High School,0.35,0.12,0
1665,Phone Call,50-64,Some College,0.68,0.08,1
1666,Control,30-49,Some College,0.52,0,0
1667,Postcard,30-49,High School,0.52,0.05,1
1668,Postcard,65+,High School,0.74,0.05,1
1669,Phone Call,65+,Graduate,0.74,0.08,1
1670,Control,18-29,Bachelor's,0.35,0,0
1671,Personal Visit,50-64,Bachelor's,0.68,0.12,0
1672,Postcard,30-49,High School,0.52,0.05,0
1673,Control,65+,Some College,0.74,0,1
1674,Postcard,30-49,High School,0.52,0.05,1
1675,Postcard,18-29,High School,0.35,0.05,0
1676,Phone Call,65+,High School,0.74,0.08,1
1677,Postcard,50-64,Some College,0.68,0.05,1
1678,Phone Call,50-64,Bachelor's,0.68,0.08,0
1679,Postcard,65+,Bachelor's,0.74,0.05,1
1680,Control,18-29,Bachelor's,0.35,0,0
1681,Phone Call,50-64,Graduate,0.68,0.08,1
1682,Control,50-64,Some College,0.68,0,1
1683,Control,50-64,Bachelor's,0.68,0,1
1684,Control,30-49,High School,0.52,0,1
1685,Control,65+,Bachelor's,0.74,0,0
1686,Control,18-29,Bachelor's,0.35,0,0
1687,Phone Call,30-49,Graduate,0.52,0.08,0
1688,Phone Call,18-29,Bachelor's,0.35,0.08,1
1689,Control,18-29,High School,0.35,0,0
1690,Postcard,18-29,Bachelor's,0.35,0.05,1
1691,Phone Call,30-49,Bachelor's,0.52,0.08,1
1692,Control,18-29,Bachelor's,0.35,0,1
1693,Phone Call,18-29,High School,0.35,0.08,1
1694,Personal Visit,50-64,Some College,0.68,0.12,1
1695,Postcard,30-49,Graduate,0.52,0.05,0
1696,Personal Visit,50-64,High School,0.68,0.12,1
1697,Phone Call,18-29,Graduate,0.35,0.08,0
1698,Control,30-49,Bachelor's,0.52,0,1
1699,Personal Visit,18-29,Graduate,0.35,0.12,1
1700,Control,30-49,Graduate,0.52,0,1
1701,Personal Visit,30-49,High School,0.52,0.12,0
1702,Control,30-49,Some College,0.52,0,0
1703,Phone Call,18-29,Some College,0.35,0.08,1
1704,Personal Visit,30-49,High School,0.52,0.12,1
1705,Phone Call,65+,Some College,0.74,0.08,1
1706,Postcard,30-49,Some College,0.52,0.05,0
1707,Postcard,30-49,High School,0.52,0.05,1
1708,Control,30-49,Some College,0.52,0,0
1709,Control,30-49,High School,0.52,0,1
1710,Personal Visit,30-49,Graduate,0.52,0.12,1
1711,Personal Visit,50-64,Graduate,0.68,0.12,0
1712,Postcard,30-49,Some College,0.52,0.05,1
1713,Postcard,30-49,Bachelor's,0.52,0.05,1
1714,Postcard,30-49,High School,0.52,0.05,0
1715,Personal Visit,50-64,Some College,0.68,0.12,0
1716,Personal Visit,18-29,Some College,0.35,0.12,0
1717,Phone Call,30-49,Graduate,0.52,0.08,0
1718,Phone Call,50-64,High School,0.68,0.08,1
1719,Phone Call,18-29,High School,0.35,0.08,0
1720,Postcard,65+,Bachelor's,0.74,0.05,1
1721,Control,30-49,Some College,0.52,0,1
1722,Control,18-29,Some College,0.35,0,1
1723,Phone Call,30-49,Some College,0.52,0.08,1
1724,Personal Visit,30-49,Bachelor's,0.52,0.12,1
1725,Personal Visit,50-64,High School,0.68,0.12,1
1726,Personal Visit,18-29,Bachelor's,0.35,0.12,0
1727,Phone Call,30-49,High School,0.52,0.08,0
1728,Phone Call,30-49,Bachelor's,0.52,0.08,0
1729,Personal Visit,18-29,Some College,0.35,0.12,0
1730,Postcard,65+,Graduate,0.74,0.05,1
1731,Postcard,30-49,Some College,0.52,0.05,0
1732,Postcard,30-49,High School,0.52,0.05,1
1733,Phone Call,50-64,Bachelor's,0.68,0.08,1
1734,Postcard,30-49,Graduate,0.52,0.05,0
1735,Personal Visit,50-64,Some College,0.68,0.12,0
1736,Phone Call,18-29,Bachelor's,0.35,0.08,1
1737,Control,30-49,Bachelor's,0.52,0,1
1738,Phone Call,50-64,Bachelor's,0.68,0.08,1
1739,Control,30-49,Some College,0.52,0,1
1740,Personal Visit,18-29,High School,0.35,0.12,0
1741,Control,50-64,Bachelor's,0.68,0,1
1742,Personal Visit,18-29,Some College,0.35,0.12,0
1743,Postcard,65+,Bachelor's,0.74,0.05,1
1744,Phone Call,50-64,High School,0.68,0.08,1
1745,Personal Visit,18-29,Graduate,0.35,0.12,0
1746,Phone Call,65+,High School,0.74,0.08,1
1747,Phone Call,30-49,Bachelor's,0.52,0.08,0
1748,Postcard,30-49,Some College,0.52,0.05,1
1749,Phone Call,65+,Some College,0.74,0.08,1
1750,Personal Visit,65+,Graduate,0.74,0.12,1
1751,Postcard,30-49,Some College,0.52,0.05,0
1752,Personal Visit,50-64,High School,0.68,0.12,0
1753,Personal Visit,50-64,High School,0.68,0.12,0
1754,Postcard,18-29,Graduate,0.35,0.05,1
1755,Phone Call,30-49,High School,0.52,0.08,1
1756,Control,50-64,High School,0.68,0,1
1757,Control,50-64,High School,0.68,0,1
1758,Control,18-29,High School,0.35,0,1
1759,Phone Call,30-49,Some College,0.52,0.08,1
1760,Control,18-29,High School,0.35,0,0
1761,Phone Call,65+,Some College,0.74,0.08,1
1762,Personal Visit,18-29,Some College,0.35,0.12,0
1763,Personal Visit,50-64,Graduate,0.68,0.12,1
1764,Postcard,65+,Graduate,0.74,0.05,1
1765,Personal Visit,50-64,Some College,0.68,0.12,0
1766,Control,50-64,Some College,0.68,0,1
1767,Phone Call,30-49,Some College,0.52,0.08,0
1768,Phone Call,18-29,Bachelor's,0.35,0.08,1
1769,Postcard,50-64,Graduate,0.68,0.05,1
1770,Control,65+,Bachelor's,0.74,0,1
1771,Phone Call,18-29,Some College,0.35,0.08,1
1772,Control,65+,High School,0.74,0,1
1773,Postcard,50-64,Bachelor's,0.68,0.05,1
1774,Control,30-49,Bachelor's,0.52,0,1
1775,Phone Call,30-49,Some College,0.52,0.08,1
1776,Control,65+,Some College,0.74,0,1
1777,Postcard,50-64,Some College,0.68,0.05,1
1778,Postcard,65+,Some College,0.74,0.05,1
1779,Personal Visit,65+,High School,0.74,0.12,0
1780,Postcard,18-29,Some College,0.35,0.05,1
1781,Control,30-49,High School,0.52,0,1
1782,Control,50-64,Bachelor's,0.68,0,0
1783,Control,65+,Bachelor's,0.74,0,1
1784,Phone Call,18-29,High School,0.35,0.08,0
1785,Personal Visit,30-49,Graduate,0.52,0.12,0
1786,Personal Visit,65+,Bachelor's,0.74,0.12,1
1787,Postcard,65+,Graduate,0.74,0.05,1
1788,Postcard,50-64,Some College,0.68,0.05,1
1789,Phone Call,18-29,Some College,0.35,0.08,0
1790,Phone Call,30-49,Some College,0.52,0.08,1
1791,Phone Call,50-64,Bachelor's,0.68,0.08,1
1792,Postcard,50-64,High School,0.68,0.05,1
1793,Personal Visit,30-49,Graduate,0.52,0.12,1
1794,Postcard,18-29,Bachelor's,0.35,0.05,1
1795,Control,65+,Graduate,0.74,0,1
1796,Phone Call,65+,High School,0.74,0.08,1
1797,Control,65+,Some College,0.74,0,0
1798,Postcard,65+,Some College,0.74,0.05,1
1799,Postcard,30-49,Bachelor's,0.52,0.05,0
1800,Phone Call,18-29,Bachelor's,0.35,0.08,0
1801,Phone Call,30-49,Graduate,0.52,0.08,1
1802,Control,30-49,High School,0.52,0,1
1803,Phone Call,18-29,Bachelor's,0.35,0.08,1
1804,Control,50-64,Some College,0.68,0,0
1805,Phone Call,50-64,Bachelor's,0.68,0.08,1
1806,Personal Visit,50-64,Bachelor's,0.68,0.12,1
1807,Control,30-49,Some College,0.52,0,1
1808,Control,50-64,Graduate,0.68,0,1
1809,Postcard,50-64,High School,0.68,0.05,0
1810,Personal Visit,18-29,Some College,0.35,0.12,0
1811,Control,30-49,Bachelor's,0.52,0,0
1812,Phone Call,18-29,Some College,0.35,0.08,1
1813,Postcard,30-49,High School,0.52,0.05,0
1814,Postcard,65+,High School,0.74,0.05,1
1815,Phone Call,18-29,High School,0.35,0.08,1
1816,Postcard,50-64,Graduate,0.68,0.05,1
1817,Phone Call,30-49,Some College,0.52,0.08,1
1818,Phone Call,30-49,High School,0.52,0.08,0
1819,Control,50-64,High School,0.68,0,0
1820,Phone Call,30-49,Some College,0.52,0.08,1
1821,Control,65+,Bachelor's,0.74,0,1
1822,Phone Call,50-64,Some College,0.68,0.08,1
1823,Control,30-49,Some College,0.52,0,0
1824,Control,65+,High School,0.74,0,1
1825,Postcard,30-49,Bachelor's,0.52,0.05,0
1826,Personal Visit,30-49,Graduate,0.52,0.12,0
1827,Phone Call,50-64,High School,0.68,0.08,1
1828,Postcard,65+,High School,0.74,0.05,0
1829,Control,65+,Some College,0.74,0,1
