district_id,year,incumbent_party,incumbent_spending,challenger_spending,incumbent_vote_share,presidential_vote,median_income,incumbent_scandal,quality_challenger
CD-07-03,2022,Democrat,712.3,825.3,40.7,28.7,88407.78,False,True
CD-07-04,2012,Democrat,1080.5,521.5,63.8,54.3,44256.87,False,False
CD-07-04,2014,Democrat,1307.4,725.6,61.5,53.3,42994.49,False,False
CD-07-04,2016,Democrat,1673.7,954.2,62.8,54.0,44379.9,False,True
CD-07-04,2018,Democrat,2395.2,1223.6,63.7,58.0,51294.03,False,False
CD-07-04,2020,Democrat,1412.7,968.4,63.8,64.8,48436.73,False,False
CD-07-04,2022,Democrat,805.3,1573.7,55.2,57.0,40935.67,False,False
CD-07-05,2012,Republican,2392.0,1352.7,58.5,48.9,47864.66,False,True
CD-07-05,2014,Republican,462.7,1797.6,42.3,52.6,47391.21,True,True
CD-07-05,2016,Republican,935.1,381.3,55.5,47.2,46349.76,False,False
CD-07-05,2018,Republican,2154.1,1691.7,58.7,52.9,46883.14,False,False
CD-07-05,2020,Republican,1595.6,653.8,57.0,54.3,53597.84,False,True
CD-07-05,2022,Democrat,1833.0,534.5,53.7,46.7,57183.93,False,True
CD-07-06,2012,Republican,511.3,1622.4,48.8,68.1,81096.33,False,False
CD-07-06,2014,Republican,1167.5,482.9,41.0,64.6,82384.83,False,True
CD-07-06,2016,Republican,1780.9,429.0,40.3,61.3,90867.27,True,False
CD-07-06,2018,Democrat,807.3,1463.2,62.9,66.2,88740.05,False,False
CD-07-06,2020,Democrat,2024.8,321.8,66.0,60.4,94111.17,False,True
CD-07-06,2022,Democrat,560.2,1242.3,57.8,62.0,102195.97,False,True
CD-07-07,2012,Democrat,2005.9,1669.0,46.9,36.0,39981.52,False,True
CD-07-07,2014,Democrat,2138.1,683.3,48.7,38.9,46068.84,False,False
CD-07-07,2016,Republican,569.9,1608.2,68.3,38.7,48062.7,False,False
CD-07-07,2018,Republican,1875.9,299.0,63.9,43.1,50215.88,False,False
CD-07-07,2020,Democrat,1033.9,833.6,50.1,44.0,48657.86,False,False
CD-07-07,2022,Democrat,1469.1,1755.3,50.5,43.9,57724.51,False,False
CD-07-08,2012,Republican,2150.4,1768.7,49.3,62.7,74212.67,False,False
CD-07-08,2014,Republican,1592.2,1199.2,45.9,63.4,76999.87,False,True
CD-07-08,2016,Republican,1425.4,1169.1,45.6,69.2,77931.47,False,True
CD-07-08,2018,Republican,2133.1,1590.5,44.4,64.4,79018.45,False,False
CD-07-08,2020,Republican,2207.4,298.5,39.4,63.3,82917.79,False,False
CD-07-08,2022,Republican,1224.7,938.4,44.1,63.5,91634.18,False,True
CD-07-09,2012,Republican,1521.1,466.2,49.1,62.5,85117.78,False,False
CD-07-09,2014,Republican,531.1,1090.4,37.6,62.3,95061.77,False,True
CD-07-09,2016,Republican,1115.0,1775.9,40.1,63.0,92384.05,False,True
CD-07-09,2018,Democrat,1395.8,798.4,66.7,61.1,96420.91,False,False
CD-07-09,2020,Republican,474.9,411.0,45.6,58.5,102181.66,False,False
CD-07-09,2022,Republican,1864.4,1168.7,41.1,64.8,106717.85,False,True
CD-08-01,2012,Democrat,2471.0,1767.3,60.6,59.2,118493.85,False,False
CD-08-01,2014,Democrat,1011.5,1765.9,62.5,64.9,125182.09,False,False
CD-08-01,2016,Democrat,512.9,882.1,62.0,59.7,125067.75,False,False
CD-08-01,2018,Democrat,2291.2,1520.9,55.4,53.0,136460.63,False,True
CD-08-01,2020,Democrat,878.6,725.4,54.2,58.0,138488.31,False,True
CD-08-01,2022,Democrat,1238.1,1022.4,57.2,56.6,142497.03,False,True
CD-08-02,2012,Democrat,422.6,1182.3,41.7,51.5,111026.18,False,True
CD-08-02,2014,Democrat,1169.2,410.1,49.8,47.5,112839.78,False,False
CD-08-02,2016,Democrat,2250.9,643.4,51.3,49.1,113777.3,False,False
CD-08-02,2018,Republican,2051.4,328.3,61.4,45.4,127363.2,False,False
CD-08-02,2020,Republican,1693.0,454.7,61.6,48.0,127318.52,False,False
CD-08-02,2022,Republican,778.9,646.3,55.7,43.0,139302.61,False,True
CD-08-03,2012,Democrat,2490.6,757.2,72.1,55.1,66767.8,False,False
CD-08-03,2014,Democrat,1135.6,438.2,60.1,63.7,68542.83,False,True
CD-08-03,2016,Democrat,663.2,1757.3,62.9,53.1,72501.83,False,True
CD-08-03,2018,Democrat,2311.4,498.5,68.4,56.4,74424.5,False,False
CD-08-03,2020,Democrat,911.6,393.8,52.7,59.5,80217.44,False,True
CD-08-03,2022,Democrat,1675.5,325.3,61.7,58.9,76311.73,False,False
CD-08-04,2012,Democrat,888.1,521.7,63.9,57.9,114348.59,False,True
CD-08-04,2014,Democrat,1864.5,1602.3,60.3,62.7,114427.31,False,False
CD-08-04,2016,Democrat,1039.3,1156.8,64.3,61.1,117258.04,False,False
CD-08-04,2018,Democrat,1785.1,878.5,67.0,59.4,126715.87,False,False
CD-08-04,2020,Democrat,1490.8,429.9,69.5,57.8,130612.57,False,False
CD-08-04,2022,Democrat,1159.1,1021.2,64.7,60.5,133494.54,False,False
CD-08-05,2012,Democrat,2439.7,1450.8,61.6,51.8,96383.85,False,False
CD-08-05,2014,Democrat,663.8,278.9,58.1,55.0,97219.74,False,True
CD-08-05,2016,Democrat,1833.2,1554.5,64.3,57.3,106676.61,False,False
CD-08-05,2018,Democrat,2387.1,579.9,59.9,55.3,112079.03,False,True
CD-08-05,2020,Democrat,1870.3,370.1,59.7,52.0,112081.55,False,False
CD-08-05,2022,Democrat,444.9,1329.4,54.2,57.0,117572.28,False,True
CD-08-06,2012,Democrat,661.3,879.3,40.6,34.8,46668.58,False,True
CD-08-06,2014,Democrat,1228.2,874.9,41.3,37.0,46939.75,False,False
CD-08-06,2016,Democrat,2435.8,660.1,33.0,31.3,47771.47,True,False
CD-08-06,2018,Democrat,1416.7,824.4,43.2,35.8,54369.32,False,False
CD-08-06,2020,Democrat,650.1,1177.9,44.4,40.3,55983.01,False,False
CD-08-06,2022,Democrat,2288.4,1271.3,32.0,31.0,54325.93,True,True
CD-08-07,2012,Republican,2308.6,1008.3,53.9,42.5,76221.07,False,True
CD-08-07,2014,Democrat,1940.4,1034.7,51.3,43.4,86035.66,False,False
CD-08-07,2016,Democrat,1901.0,655.8,50.5,40.4,86696.84,False,False
CD-08-07,2018,Democrat,488.3,405.7,51.4,44.2,90419.36,False,False
CD-08-07,2020,Democrat,996.4,288.6,47.0,40.6,89290.23,False,True
CD-08-07,2022,Democrat,1364.4,393.6,49.1,44.5,91108.43,False,True
CD-08-08,2012,Republican,1904.0,905.1,52.6,53.3,46195.6,False,True
CD-08-08,2014,Republican,438.0,651.4,52.7,52.3,52249.31,False,False
CD-08-08,2016,Republican,672.7,1467.0,52.6,45.7,49181.74,False,True
CD-08-08,2018,Republican,915.4,592.0,64.3,49.6,54318.76,False,False
CD-08-08,2020,Democrat,677.2,273.4,53.7,54.3,52488.8,False,False
CD-08-08,2022,Democrat,1134.6,1009.2,53.7,47.6,63710.18,False,False
CD-08-09,2012,Democrat,1149.2,1625.0,58.1,57.5,102352.33,False,False
CD-08-09,2014,Democrat,506.1,1698.7,59.1,55.9,107774.36,False,False
CD-08-09,2016,Republican,1211.5,1578.3,49.8,50.2,111583.47,False,False
CD-08-09,2018,Republican,2282.1,1462.0,60.0,53.2,117111.54,False,False
CD-08-09,2020,Republican,2356.4,937.9,53.0,53.0,123248.72,False,False
CD-08-09,2022,Republican,2420.3,920.5,55.3,56.4,120635.15,False,False
CD-09-01,2012,Democrat,1651.7,1350.0,46.1,59.3,63507.07,False,True
CD-09-01,2014,Democrat,1303.1,1560.7,50.1,46.1,69251.88,False,True
CD-09-01,2016,Democrat,2462.4,494.2,53.0,49.5,70978.93,True,False
CD-09-01,2018,Democrat,1910.3,1708.2,58.0,54.9,73617.23,False,True
CD-09-01,2020,Democrat,1549.8,1620.7,44.6,52.3,79511.55,True,True
CD-09-01,2022,Democrat,1076.7,367.8,52.1,52.1,74844.58,False,False
CD-09-02,2012,Republican,1109.2,1167.2,60.9,42.4,53479.45,False,False
CD-09-02,2014,Republican,2196.4,530.6,60.5,43.4,60260.97,False,False
CD-09-02,2016,Republican,2284.1,1434.4,62.2,36.9,56490.39,False,False
CD-09-02,2018,Republican,1149.1,843.4,62.2,39.3,56283.31,False,True
CD-09-02,2020,Republican,1069.0,880.8,63.1,42.5,57598.47,False,False
CD-09-02,2022,Democrat,1266.8,1112.1,55.1,41.2,63909.71,False,False
CD-09-03,2012,Republican,1917.6,843.2,50.5,51.2,65510.33,False,False
CD-09-03,2014,Republican,627.4,990.0,55.9,48.9,67736.92,False,False
CD-09-03,2016,Democrat,589.8,633.3,56.6,55.9,70841.44,False,False
CD-09-03,2018,Democrat,2118.7,1142.2,58.0,50.7,70375.72,True,False
CD-09-03,2020,Democrat,549.3,1768.0,51.5,48.8,72987.79,False,False
CD-09-03,2022,Democrat,739.4,453.8,58.2,56.9,70995.44,False,False
CD-09-04,2012,Republican,969.4,1564.9,53.0,53.9,39245.58,False,True
CD-09-04,2014,Democrat,1781.6,1146.9,54.8,52.4,40899.29,False,False
CD-09-04,2016,Democrat,1926.8,1419.8,53.1,56.6,42792.19,False,True
CD-09-04,2018,Democrat,1711.3,1267.3,54.0,51.6,42154.93,False,True
CD-09-04,2020,Democrat,731.8,742.5,48.7,49.8,41924.38,False,False
CD-09-04,2022,Republican,1200.3,977.3,53.0,45.8,51802.79,False,False
CD-09-05,2012,Democrat,2299.2,955.6,40.5,31.1,45453.15,False,False
CD-09-05,2014,Democrat,1446.2,942.0,47.7,39.1,46288.9,False,False
CD-09-05,2016,Democrat,1458.5,1670.4,48.4,34.1,51262.23,False,False
CD-09-05,2018,Democrat,1710.0,1649.1,46.0,35.0,49268.09,False,False
CD-09-05,2020,Democrat,2119.7,359.8,40.2,37.5,60341.88,False,False
CD-09-05,2022,Democrat,2223.7,670.1,44.5,39.5,53517.02,False,False
CD-09-06,2012,Democrat,2305.2,334.3,42.0,54.9,52403.93,True,False
CD-09-06,2014,Democrat,2116.0,695.6,55.1,55.2,55284.89,False,False
CD-09-06,2016,Democrat,1888.5,703.3,50.3,55.2,66779.81,True,False
CD-09-06,2018,Democrat,590.5,933.3,54.0,44.6,64373.4,False,False
CD-09-06,2020,Democrat,410.8,225.3,50.9,50.2,70412.93,False,True
CD-09-06,2022,Democrat,2031.4,1338.8,47.9,49.0,65581.83,True,False
CD-09-07,2012,Republican,2015.0,266.3,46.1,52.7,59170.33,False,False
CD-09-07,2014,Republican,1912.2,218.9,58.8,51.8,57837.71,False,False
CD-09-07,2016,Republican,887.2,834.4,53.1,52.0,60257.99,False,False
CD-09-07,2018,Republican,1661.4,992.6,49.8,43.7,64575.06,False,True
CD-09-07,2020,Republican,1800.8,1588.6,57.3,51.6,65581.7,False,False
CD-09-07,2022,Republican,551.6,299.3,50.6,52.9,72265.2,False,True
CD-09-08,2012,Republican,1178.9,938.3,57.8,40.0,74204.59,False,True
CD-09-08,2014,Republican,2405.0,595.2,70.6,39.4,69249.93,False,False
CD-09-08,2016,Republican,462.9,984.6,62.3,50.7,72125.33,False,False
CD-09-08,2018,Republican,2329.8,812.9,67.8,39.8,78765.62,False,False
CD-09-08,2020,Republican,1714.6,939.8,70.8,39.9,78615.92,False,False
CD-09-08,2022,Republican,1693.6,1187.3,66.4,44.0,78396.24,False,False
CD-09-09,2012,Democrat,447.3,1389.3,48.3,39.5,98612.2,False,False
CD-09-09,2014,Democrat,2051.0,1023.6,45.0,33.5,97646.4,False,False
CD-09-09,2016,Democrat,1252.1,1680.5,39.5,39.7,107314.99,False,True
CD-09-09,2018,Democrat,1780.1,1165.5,39.5,36.0,114780.3,False,False
CD-09-09,2020,Republican,1139.7,1555.8,55.9,38.2,120093.07,False,True
CD-09-09,2022,Democrat,2100.7,1660.4,43.7,35.5,117828.18,False,False
CD-10-01,2012,Democrat,1051.8,1064.3,44.0,42.0,35234.64,False,True
CD-10-01,2014,Democrat,2046.8,1646.3,48.2,40.6,35382.42,False,False
CD-10-01,2016,Democrat,546.7,1259.6,50.2,42.3,36673.49,False,False
CD-10-01,2018,Democrat,2137.6,446.4,45.0,40.8,34525.25,False,True
CD-10-01,2020,Democrat,2253.4,1258.9,49.0,42.5,35835.4,False,True
CD-10-01,2022,Democrat,930.2,1596.0,43.3,41.7,35854.12,False,False
CD-10-02,2012,Democrat,855.6,1233.8,59.7,63.6,50672.14,False,False
CD-10-02,2014,Democrat,1652.9,1188.6,73.5,63.5,52031.8,False,False
CD-10-02,2016,Democrat,671.6,1109.8,63.0,67.8,54827.81,False,True
CD-10-02,2018,Democrat,805.8,283.8,68.2,60.4,56583.52,False,False
CD-10-02,2020,Democrat,1963.2,245.3,70.2,64.9,59577.44,False,False
CD-10-02,2022,Democrat,1572.7,407.0,68.8,64.2,61318.63,False,False
CD-10-03,2012,Republican,557.3,274.0,60.2,34.4,78450.41,False,True
CD-10-03,2014,Democrat,1050.2,1016.3,43.1,31.8,77642.44,False,False
CD-10-03,2016,Democrat,1984.7,1356.4,39.9,35.8,81238.59,False,True
CD-10-03,2018,Republican,960.9,908.5,71.7,28.1,81894.07,False,False
CD-10-03,2020,Republican,1983.3,1331.5,65.4,34.6,91579.99,False,True
CD-10-03,2022,Republican,1599.6,609.2,69.6,35.1,88531.41,False,False
CD-10-04,2012,Democrat,1069.7,1244.9,48.0,39.7,48212.09,False,False
CD-10-04,2014,Democrat,967.9,1572.0,51.8,42.6,47938.95,False,False
CD-10-04,2016,Republican,1355.8,1787.2,56.4,42.3,44890.12,False,False
CD-10-04,2018,Republican,1335.7,403.9,56.3,41.9,45609.96,False,True
CD-10-04,2020,Republican,2045.7,1391.1,63.4,39.9,51495.22,False,False
CD-10-04,2022,Republican,1765.2,929.1,61.0,39.2,48050.96,False,False
CD-10-05,2012,Democrat,1021.9,285.9,56.0,53.1,76790.13,False,True
CD-10-05,2014,Democrat,1144.1,958.1,66.9,50.2,78110.64,False,False
CD-10-05,2016,Democrat,2246.3,1348.0,55.0,55.3,79281.87,False,True
CD-10-05,2018,Democrat,1845.6,1775.7,53.4,51.8,78583.88,False,True
CD-10-05,2020,Democrat,533.7,1599.0,50.7,53.5,82563.85,False,True
CD-10-05,2022,Democrat,1326.1,524.8,53.3,60.1,84229.93,False,True
CD-10-06,2012,Republican,1217.9,1519.9,44.7,56.8,40470.6,True,False
CD-10-06,2014,Republican,1381.2,1138.4,46.2,52.0,43527.52,False,True
CD-10-06,2016,Republican,1629.4,233.1,52.4,56.6,43036.26,False,False
CD-10-06,2018,Democrat,1984.2,1425.5,58.6,52.8,40566.2,False,True
CD-10-06,2020,Democrat,2113.0,1088.2,46.0,60.4,49779.69,True,False
CD-10-06,2022,Democrat,2366.0,1063.6,55.4,48.4,45212.3,False,False
CD-10-07,2012,Democrat,479.5,1202.6,70.9,61.4,76625.21,False,False
CD-10-07,2014,Democrat,1634.0,1500.0,68.2,65.6,82532.86,False,False
CD-10-07,2016,Democrat,717.0,1105.6,57.9,60.2,88151.2,False,True
CD-10-07,2018,Democrat,1623.9,1576.4,65.4,60.6,88276.78,False,True
CD-10-07,2020,Republican,1700.8,1283.8,51.5,65.9,96067.48,False,False
CD-10-07,2022,Republican,886.2,1417.1,41.8,66.0,96338.95,False,False
CD-10-08,2012,Republican,2493.1,648.1,72.6,42.7,93369.09,False,False
CD-10-08,2014,Democrat,710.4,1025.1,44.3,39.7,106086.56,False,True
CD-10-08,2016,Democrat,1903.8,1408.9,46.7,42.0,106835.96,False,False
CD-10-08,2018,Democrat,1088.5,1061.3,44.5,37.5,111700.33,False,True
CD-10-08,2020,Democrat,1598.0,496.4,51.7,39.9,116224.26,False,False
CD-10-08,2022,Democrat,2471.2,302.9,43.4,38.5,117794.5,False,False
CD-10-09,2012,Democrat,1813.3,1606.6,37.7,36.3,57745.9,False,True
CD-10-09,2014,Democrat,897.1,935.0,44.3,33.5,54074.19,False,True
CD-10-09,2016,Democrat,1676.0,1238.1,44.6,43.2,59183.35,False,True
CD-10-09,2018,Democrat,2144.3,474.6,50.8,41.5,65704.66,False,False
CD-10-09,2020,Democrat,2383.1,587.1,43.2,40.7,66329.28,False,True
CD-10-09,2022,Democrat,1916.5,1711.6,41.8,38.6,61765.21,False,True
CD-11-01,2012,Democrat,1010.0,373.8,47.4,42.8,91953.07,False,False
CD-11-01,2014,Democrat,489.6,1110.0,45.3,40.4,93731.74,False,True
CD-11-01,2016,Democrat,617.1,774.3,47.3,43.1,91154.57,False,False
CD-11-01,2018,Democrat,1136.0,535.1,46.7,38.6,93482.79,False,False
CD-11-01,2020,Democrat,1489.3,618.5,45.0,41.2,103287.83,False,False
CD-11-01,2022,Democrat,649.0,256.4,45.1,39.9,101744.36,False,False
CD-11-02,2012,Democrat,2385.0,427.6,50.1,40.0,68749.48,False,False
CD-11-02,2014,Democrat,1930.0,562.2,59.4,46.7,69289.78,False,False
CD-11-02,2016,Democrat,1899.4,506.4,53.4,45.9,72189.35,False,True
CD-11-02,2018,Democrat,1869.5,1241.8,50.8,48.8,73893.83,False,False
CD-11-02,2020,Democrat,1070.0,493.0,49.3,48.1,78360.24,False,True
CD-11-02,2022,Democrat,803.3,287.6,51.0,50.7,75180.83,False,True
CD-11-03,2012,Democrat,2230.8,556.8,53.8,53.2,106365.15,False,False
CD-11-03,2014,Democrat,1775.0,778.8,66.4,49.4,108234.94,False,False
CD-11-03,2016,Democrat,1235.4,730.2,57.3,53.6,108683.04,False,False
CD-11-03,2018,Democrat,1297.0,287.6,59.7,50.1,120298.21,False,False
CD-11-03,2020,Republican,1995.4,1528.1,50.9,55.5,118691.27,False,False
CD-11-03,2022,Republican,543.7,282.9,56.5,54.5,126268.65,False,False
CD-11-04,2012,Democrat,2014.0,1567.4,60.7,50.2,63289.76,False,True
CD-11-04,2014,Democrat,2423.0,530.5,60.0,53.3,67933.48,False,True
CD-11-04,2016,Republican,2453.1,1095.6,47.1,52.4,67298.62,True,False
CD-11-04,2018,Democrat,712.3,1406.7,57.6,49.9,71206.37,False,False
CD-11-04,2020,Democrat,1126.5,306.1,54.1,53.8,72010.14,False,True
CD-11-04,2022,Democrat,602.5,259.8,60.0,46.5,79533.81,False,False
CD-11-05,2012,Republican,730.7,1545.0,49.7,60.5,97128.46,False,False
CD-11-05,2014,Republican,2283.0,1493.3,47.6,60.2,103167.12,False,False
CD-11-05,2016,Republican,1862.7,278.4,37.6,60.0,113590.82,True,False
CD-11-05,2018,Republican,2321.9,423.1,54.4,61.1,116792.74,False,False
CD-11-05,2020,Democrat,2219.1,1121.1,62.3,66.7,122873.4,False,False
CD-11-05,2022,Democrat,2218.8,695.5,67.1,59.7,121103.95,False,False
CD-11-06,2012,Democrat,1895.3,422.1,58.2,52.7,115214.58,False,True
CD-11-06,2014,Democrat,1785.6,1094.0,60.7,60.9,107793.77,False,True
CD-11-06,2016,Democrat,1819.1,1702.5,59.1,51.7,129786.18,False,False
CD-11-06,2018,Democrat,2343.9,1766.3,58.7,56.9,130120.97,False,False
CD-11-06,2020,Democrat,925.1,1512.2,54.8,53.4,126748.29,False,False
CD-11-06,2022,Democrat,2495.3,1375.4,58.4,58.3,136195.44,False,False
CD-11-07,2012,Republican,1099.1,267.2,48.7,64.4,74228.05,False,False
CD-11-07,2014,Republican,714.2,1015.5,42.5,65.6,72954.52,False,False
CD-11-07,2016,Republican,425.8,1043.9,45.3,64.1,76192.23,False,False
CD-11-07,2018,Republican,470.8,301.7,40.4,65.4,75550.7,True,False
CD-11-07,2020,Republican,1018.5,411.4,47.1,64.4,76845.58,False,False
CD-11-07,2022,Republican,632.7,1012.6,45.1,64.1,84273.67,False,False
CD-11-08,2012,Republican,2301.8,849.4,51.6,60.3,86149.58,False,False
CD-11-08,2014,Republican,2441.7,1682.6,50.4,60.7,87286.69,False,False
CD-11-08,2016,Republican,974.7,1442.8,48.6,53.3,95371.2,False,False
CD-11-08,2018,Republican,904.6,1275.7,41.2,56.1,94379.56,True,False
CD-11-08,2020,Republican,1656.8,870.5,48.2,50.3,96594.35,False,True
CD-11-08,2022,Republican,450.2,480.5,47.3,56.5,105168.34,False,False
CD-11-09,2012,Republican,1399.0,733.0,58.9,57.0,50731.18,False,False
CD-11-09,2014,Republican,2095.9,702.3,52.8,48.8,46283.76,False,False
CD-11-09,2016,Democrat,1089.9,1788.7,56.0,48.1,54640.93,False,False
CD-11-09,2018,Democrat,401.4,506.7,55.2,50.9,53882.68,False,False
CD-11-09,2020,Democrat,1607.3,384.5,49.0,52.7,55083.26,True,False
CD-11-09,2022,Democrat,1162.4,898.9,47.7,55.7,62672.37,True,True
CD-12-01,2012,Republican,1257.0,1120.7,50.9,50.9,100134.28,False,False
CD-12-01,2014,Republican,539.0,810.4,54.2,53.8,107701.43,False,False
CD-12-01,2016,Republican,1351.4,1619.6,48.6,51.0,113024.36,False,True
CD-12-01,2018,Democrat,963.5,1145.8,59.6,49.8,116136.11,False,False
CD-12-01,2020,Democrat,1467.1,758.5,61.6,52.5,123996.16,False,False
CD-12-01,2022,Democrat,1654.9,1689.1,56.0,45.5,122349.1,False,False
CD-12-02,2012,Republican,846.3,1209.5,53.6,49.8,112768.95,False,False
CD-12-02,2014,Republican,1263.5,507.4,52.6,48.0,115793.05,False,True
CD-12-02,2016,Republican,1816.6,830.2,54.7,51.9,123927.51,False,True
CD-12-02,2018,Democrat,2406.0,1451.1,59.5,46.2,124227.21,False,False
CD-12-02,2020,Republican,425.8,885.5,52.3,49.2,134582.76,False,True
CD-12-02,2022,Republican,2224.8,613.1,51.0,55.7,136654.36,True,False
CD-12-03,2012,Democrat,1876.5,1623.7,50.5,40.5,86450.84,False,False
CD-12-03,2014,Democrat,1836.2,477.1,48.0,38.9,94090.84,False,False
CD-12-03,2016,Democrat,1883.0,1591.9,49.9,37.1,98182.44,False,False
CD-12-03,2018,Democrat,2389.5,858.6,48.8,39.2,98691.19,False,False
CD-12-03,2020,Democrat,1963.2,808.1,51.6,35.2,105620.93,False,False
CD-12-03,2022,Republican,2084.2,278.9,58.3,39.0,106855.61,False,True
CD-12-04,2012,Republican,2058.8,882.1,52.1,53.5,58685.66,False,True
CD-12-04,2014,Democrat,1882.9,316.6,63.0,57.0,55835.55,False,False
CD-12-04,2016,Republican,1361.9,692.5,50.4,46.2,63940.78,False,False
CD-12-04,2018,Republican,1754.3,1472.8,52.1,51.5,64362.59,False,False
CD-12-04,2020,Republican,1184.5,970.8,59.8,49.7,67926.03,False,False
CD-12-04,2022,Republican,1388.7,1177.8,56.0,53.0,70768.93,False,False
CD-12-05,2012,Democrat,2066.7,620.0,54.4,42.4,104731.76,False,False
CD-12-05,2014,Republican,782.9,206.9,58.6,43.9,112998.66,False,True
CD-12-05,2016,Republican,716.5,1669.8,60.4,49.1,110925.69,False,False
CD-12-05,2018,Republican,1324.7,1426.4,61.0,47.8,116773.16,False,False
CD-12-05,2020,Democrat,2460.9,1277.0,54.3,46.3,119443.76,False,False
CD-12-05,2022,Democrat,1579.9,627.8,48.5,49.0,123334.14,False,True
CD-12-06,2012,Democrat,2479.0,836.5,49.6,49.1,74519.33,False,True
CD-12-06,2014,Democrat,1016.0,365.7,59.3,45.1,84135.48,False,False
CD-12-06,2016,Democrat,1413.8,1423.3,54.6,50.2,81937.85,False,True
CD-12-06,2018,Democrat,461.0,1203.6,58.5,53.8,85570.37,False,False
CD-12-06,2020,Democrat,542.5,238.1,48.5,53.7,86010.97,False,True
CD-12-06,2022,Democrat,1573.8,293.9,58.7,51.7,89856.78,False,False
CD-12-07,2012,Republican,1040.5,1225.7,44.9,63.3,100568.82,False,True
CD-12-07,2014,Republican,426.3,225.0,51.2,59.1,95573.57,False,False
CD-12-07,2016,Republican,1790.9,1649.4,47.4,58.4,106569.09,False,True
CD-12-07,2018,Republican,676.7,1373.1,49.7,60.7,109233.83,False,False
CD-12-07,2020,Republican,1873.9,667.2,49.1,58.6,112163.66,False,False
CD-12-07,2022,Republican,754.7,1587.6,45.4,58.6,118580.89,False,True
CD-12-08,2012,Republican,811.4,964.7,39.6,59.0,106987.55,False,True
CD-12-08,2014,Republican,1334.1,1377.3,44.2,57.0,111851.24,False,False
CD-12-08,2016,Republican,465.6,1604.5,38.4,65.4,117992.15,False,False
CD-12-08,2018,Republican,2443.3,460.2,48.5,66.4,124202.79,False,True
CD-12-08,2020,Republican,1009.7,628.2,40.9,65.1,120386.16,False,True
CD-12-08,2022,Republican,2068.4,1774.0,37.2,61.5,126069.92,False,True
CD-12-09,2012,Republican,2291.0,552.0,59.9,45.5,51956.48,False,False
CD-12-09,2014,Democrat,2315.8,704.9,61.9,50.0,52870.15,False,False
CD-12-09,2016,Republican,2485.8,1462.8,58.0,50.2,54271.45,False,False
CD-12-09,2018,Republican,1404.0,463.6,50.5,48.6,58862.79,False,True
CD-12-09,2020,Republican,741.6,1188.3,57.5,47.4,60343.86,False,False
CD-12-09,2022,Republican,1315.5,709.4,56.8,47.4,61468.15,False,False
CD-13-01,2012,Democrat,2011.1,748.8,51.7,43.8,87406.55,False,False
CD-13-01,2014,Republican,1542.2,949.0,62.7,45.7,94992.88,False,True
CD-13-01,2016,Republican,2124.2,947.3,66.0,39.3,95482.41,False,False
CD-13-01,2018,Republican,2020.2,594.9,67.0,41.7,103159.37,False,False
CD-13-01,2020,Republican,2404.7,579.3,63.0,40.3,95340.21,False,True
CD-13-01,2022,Republican,410.0,304.2,62.8,39.4,107790.81,False,False
CD-13-02,2012,Republican,1760.2,704.9,54.4,52.7,44474.06,False,False
CD-13-02,2014,Democrat,866.8,1676.4,56.1,58.8,48773.39,False,False
CD-13-02,2016,Democrat,986.2,1713.4,56.8,54.4,44286.33,False,False
CD-13-02,2018,Republican,1546.7,1366.5,52.3,59.0,58940.46,False,False
CD-13-02,2020,Republican,1617.8,840.5,54.8,53.3,48233.77,False,False
CD-13-02,2022,Republican,598.3,234.0,51.5,56.7,50529.72,False,False
CD-13-03,2012,Democrat,1712.5,1349.5,51.9,46.9,55712.41,False,False
CD-13-03,2014,Democrat,2275.0,1599.6,53.4,40.1,62103.46,False,False
CD-13-03,2016,Democrat,1889.4,956.4,52.8,44.0,62376.78,False,True
CD-13-03,2018,Democrat,974.5,407.8,54.1,50.8,68096.31,False,False
CD-13-03,2020,Democrat,628.0,1666.1,45.8,44.3,69984.08,False,True
CD-13-03,2022,Democrat,1715.6,625.5,50.6,45.2,73631.02,False,False
CD-13-04,2012,Republican,1464.1,1391.0,50.9,53.2,53735.04,False,False
CD-13-04,2014,Republican,2412.4,694.2,50.0,56.3,50971.01,False,True
CD-13-04,2016,Republican,1049.6,626.0,49.7,55.4,54534.47,False,False
CD-13-04,2018,Republican,962.2,1754.4,44.3,60.1,53427.85,False,True
CD-13-04,2020,Republican,497.0,256.8,50.6,59.9,56956.16,False,False
CD-13-04,2022,Republican,1310.3,782.0,51.4,58.1,59431.12,False,False
CD-13-05,2012,Democrat,1045.2,509.7,55.5,49.5,95373.29,False,False
CD-13-05,2014,Democrat,478.5,1718.1,57.0,51.5,96945.44,False,False
CD-13-05,2016,Democrat,861.1,1240.2,59.0,57.4,101952.65,False,False
CD-13-05,2018,Democrat,583.8,425.0,53.5,52.2,110098.3,False,True
CD-13-05,2020,Democrat,1342.3,1270.1,53.5,54.0,108738.55,False,True
CD-13-05,2022,Democrat,1198.3,508.4,51.0,51.3,111604.06,False,True
CD-13-06,2012,Republican,552.3,850.0,59.8,47.2,81455.12,False,False
CD-13-06,2014,Democrat,894.9,1058.6,43.8,32.8,83932.32,False,True
CD-13-06,2016,Democrat,1418.4,1312.7,45.7,40.8,81357.71,False,False
CD-13-06,2018,Democrat,1534.0,851.8,40.0,43.0,87161.97,False,True
